month,sentiment
1997-10,0.2764333333333333
1997-11,0.22617272727272725
1997-12,0.24878999999999998
1998-01,0.24878999999999998
1998-02,0.24878999999999998
1998-03,0.24878999999999998
1998-04,0.24878999999999998
1998-05,0.24878999999999998
1998-06,0.2764333333333333
1998-07,0.3430333333333333
1998-08,0.24878999999999998
1998-09,0.24878999999999998
1998-10,0.24865555555555552
1998-11,0.19093
1998-12,0.3015
1999-01,0.24878999999999998
1999-02,0.24878999999999998
1999-03,0.2764333333333333
1999-04,0.24878999999999998
1999-05,0.18436666666666668
1999-06,0.22959999999999997
1999-07,0.26449090909090905
1999-08,0.24878999999999998
1999-09,0.24878999999999998
1999-10,0.24878999999999998
1999-11,0.24878999999999998
1999-12,0.24878999999999998
2000-01,0.24878999999999998
2000-02,0.24878999999999998
2000-03,0.24878999999999998
2000-04,0.24878999999999998
2000-05,0.24878999999999998
2000-06,0.24878999999999998
2000-07,0.24878999999999998
2000-08,0.24878999999999998
2000-09,0.24878999999999998
2000-10,0.21791111111111108
2000-11,0.27405454545454544
2000-12,0.24878999999999998
2001-01,0.24878999999999998
2001-02,0.3383666666666667
2001-03,0.24878999999999998
2001-04,0.24865555555555552
2001-05,0.19093
2001-06,0.22545555555555552
2001-07,0.24878999999999998
2001-08,0.24878999999999998
2001-09,0.2764333333333333
2001-10,0.21791111111111108
2001-11,0.24878999999999998
2001-12,0.24865555555555552
2002-01,0.33372999999999997
2002-02,0.2764333333333333
2002-03,0.24878999999999998
2002-04,0.24878999999999998
2002-05,0.24878999999999998
2002-06,0.24878999999999998
2002-07,0.2764333333333333
2002-08,0.22617272727272725
2002-09,0.24878999999999998
2002-10,0.24878999999999998
2002-11,0.1986222222222222
2002-12,0.24878999999999998
2003-01,0.24878999999999998
2003-02,0.24878999999999998
2003-03,0.24878999999999998
2003-04,0.24878999999999998
2003-05,0.3546625
2003-06,0.22744
2003-07,0.24878999999999998
2003-08,0.24878999999999998
2003-09,0.1986222222222222
2003-10,0.37456
2003-11,0.24878999999999998
2003-12,0.24878999999999998
2004-01,0.22959999999999997
2004-02,0.2223875
2004-03,0.25229090909090907
2004-04,0.24878999999999998
2004-05,0.24878999999999998
2004-06,0.1878
2004-07,0.27744545454545455
2004-08,0.24878999999999998
2004-09,0.24878999999999998
2004-10,0.24878999999999998
2004-11,0.22959999999999997
2004-12,0.24878999999999998
2005-01,0.24878999999999998
2005-02,0.24878999999999998
2005-03,0.24878999999999998
2005-04,0.24878999999999998
2005-05,0.22545555555555552
2005-06,0.24878999999999998
2005-07,0.24878999999999998
2005-08,0.24878999999999998
2005-09,0.1986222222222222
2005-10,0.3430333333333333
2005-11,0.16033
2005-12,0.24878999999999998
2006-01,0.21791111111111108
2006-02,0.27405454545454544
2006-03,0.2764333333333333
2006-04,0.22617272727272725
2006-05,0.314825
2006-06,0.24878999999999998
2006-07,0.21791111111111108
2006-08,0.2797375
2006-09,0.22815833333333332
2006-10,0.24878999999999998
2006-11,0.24878999999999998
2006-12,0.24878999999999998
2007-01,0.22959999999999997
2007-02,0.24878999999999998
2007-03,0.24878999999999998
2007-04,0.22545555555555552
2007-05,0.24878999999999998
2007-06,0.1500625
2007-07,0.24878999999999998
2007-08,0.24878999999999998
2007-09,0.24878999999999998
2007-10,0.22545555555555552
2007-11,0.26788181818181817
2007-12,0.21791111111111108
2008-01,0.27405454545454544
2008-02,0.24878999999999998
2008-03,0.22545555555555552
2008-04,0.3383666666666667
2008-05,0.24878999999999998
2008-06,0.24878999999999998
2008-07,0.24878999999999998
2008-08,0.24878999999999998
2008-09,0.24878999999999998
2008-10,0.24878999999999998
2008-11,0.327975
2008-12,0.20808
2009-01,0.24878999999999998
2009-02,0.24878999999999998
2009-03,0.2764333333333333
2009-04,0.2456875
2009-05,0.21573333333333333
2009-06,0.24878999999999998
2009-07,0.24878999999999998
2009-08,0.21791111111111108
2009-09,0.24878999999999998
2009-10,0.24878999999999998
2009-11,0.3383666666666667
2009-12,0.24878999999999998
2010-01,0.24878999999999998
2010-02,0.24878999999999998
2010-03,0.22545555555555552
2010-04,0.22464
2010-05,0.24878999999999998
2010-06,0.24878999999999998
2010-07,0.24878999999999998
2010-08,0.24878999999999998
2010-09,0.22545555555555552
2010-10,0.26788181818181817
2010-11,0.24878999999999998
2010-12,0.24878999999999998
2011-01,0.24878999999999998
2011-02,0.3383666666666667
2011-03,0.1755
2011-04,0.24878999999999998
2011-05,0.24878999999999998
2011-06,0.24878999999999998
2011-07,0.24878999999999998
2011-08,0.24865555555555552
2011-09,0.24889999999999998
2011-10,0.22545555555555552
2011-11,0.24878999999999998
2011-12,0.24878999999999998
2012-01,0.24878999999999998
2012-02,0.24865555555555552
2012-03,0.22111999999999998
2012-04,0.24878999999999998
2012-05,0.3383666666666667
2012-06,0.1755
2012-07,0.24878999999999998
2012-08,0.24878999999999998
2012-09,0.3430333333333333
2012-10,0.16385
2012-11,0.24878999999999998
2012-12,0.24878999999999998
2013-01,0.24878999999999998
2013-02,0.24878999999999998
2013-03,0.24878999999999998
2013-04,0.24878999999999998
2013-05,0.24878999999999998
2013-06,0.24878999999999998
2013-07,0.24878999999999998
2013-08,0.24878999999999998
2013-09,0.24878999999999998
2013-10,0.1986222222222222
2013-11,0.24878999999999998
2013-12,0.24878999999999998
2014-01,0.24878999999999998
2014-02,0.24878999999999998
2014-03,0.24878999999999998
2014-04,0.3383666666666667
2014-05,0.1755
2014-06,0.24878999999999998
2014-07,0.2764333333333333
2014-08,0.21791111111111108
2014-09,0.24878999999999998
2014-10,0.24878999999999998
2014-11,0.22545555555555552
2014-12,0.24878999999999998
2015-01,0.24878999999999998
2015-02,0.22545555555555552
2015-03,0.18436666666666668
2015-04,0.26788181818181817
2015-05,0.24878999999999998
2015-06,0.24878999999999998
2015-07,0.3430333333333333
2015-08,0.24878999999999998
2015-09,0.21791111111111108
2015-10,0.30145999999999995
2015-11,0.24878999999999998
2015-12,0.24878999999999998
2016-01,0.3383666666666667
2016-02,0.24865555555555552
2016-03,0.22545555555555552
2016-04,0.24878999999999998
2016-05,0.24878999999999998
2016-06,0.24878999999999998
2016-07,0.24878999999999998
2016-08,0.24878999999999998
2016-09,0.24878999999999998
2016-10,0.24878999999999998
2016-11,0.18436666666666668
2016-12,0.24878999999999998
2017-01,0.24878999999999998
2017-02,0.18436666666666668
2017-03,0.30665
2017-04,0.24889999999999998
2017-05,0.24878999999999998
2017-06,0.24878999999999998
2017-07,0.24878999999999998
2017-08,0.24878999999999998
2017-09,0.24878999999999998
2017-10,0.24878999999999998
2017-11,0.2074125
2017-12,0.24878999999999998
2018-01,0.22545555555555552
2018-02,0.29727777777777775
2018-03,0.19305
2018-04,0.22545555555555552
2018-05,0.26788181818181817
2018-06,0.24878999999999998
2018-07,0.22959999999999997
2018-08,0.34668
2018-09,0.1755
2018-10,0.24878999999999998
2018-11,0.22959999999999997
2018-12,0.20808
2019-01,0.18436666666666668
2019-02,0.3015
2019-03,0.24878999999999998
2019-04,0.3430333333333333
2019-05,0.2764333333333333
2019-06,0.22617272727272725
2019-07,0.24878999999999998
2019-08,0.24878999999999998
2019-09,0.24878999999999998
2019-10,0.25363749999999996
2019-11,0.22
2019-12,0.24878999999999998
2020-01,0.24878999999999998
2020-02,0.24878999999999998
2020-03,0.24878999999999998
2020-04,0.22959999999999997
2020-05,0.24878999999999998
2020-06,0.24878999999999998
2020-07,0.24878999999999998
2020-08,0.24878999999999998
2020-09,0.24878999999999998
2020-10,0.24878999999999998
2020-11,0.24878999999999998
2020-12,0.24878999999999998
2021-01,0.24878999999999998
2021-02,0.24878999999999998
2021-03,0.24878999999999998
2021-04,0.24878999999999998
2021-05,0.24878999999999998
2021-06,0.21791111111111108
2021-07,0.18436666666666668
2021-08,0.24878999999999998
2021-09,0.31667142857142855
2021-10,0.279875
2021-11,0.13618
2021-12,0.24878999999999998
2022-01,0.24878999999999998
2022-02,0.24878999999999998
2022-03,0.24878999999999998
2022-04,0.24878999999999998
2022-05,0.24878999999999998
2022-06,0.24878999999999998
2022-07,0.22545555555555552
2022-08,0.24878999999999998
2022-09,0.26788181818181817
2022-10,0.24878999999999998
2022-11,0.24878999999999998
2022-12,0.24878999999999998
2023-01,0.2764333333333333
2023-02,0.24878999999999998
2023-03,0.24878999999999998
2023-04,0.24878999999999998
2023-05,0.1576125
2023-06,0.6134999999999999
