Date,Average Price,PercChangeForc,PercChangeLag1,PercChangeLag2,PercChangeLag3,PercChangeLag4,PercChangeLag5,2MA,3MA,Inf.Rate.MoM,Inf.L1,Inf.L2,Inf.L3,Inf.L4,Res.Change.Exc.Gold,UM.Infl.Exp,UM.Con.Sent,Indus.Prod.Ind,Nasdaq.Change.MoM,NFCI,FedFundsRate,FedFundsRateL1,Oil,PercChange.oil,PPIJewelry,PercChange.PPI
31/05/1988,451.1,0.04433606739,-0.1107174491,1.80342651,0.3392897534,-7.238774654,-1.974496092,0.8463545306,0.6773329382,0.07668,1.21376,0.2396,1.2476,0.95096,-1.41937,3.3,94.8,83.7185,-1.41942,0.2525,7.09,6.87,14.12,1.436781609,116.4,0.08598452279
30/06/1988,451.3,-3.035674717,0.04433606739,-0.1107174491,1.80342651,0.3392897534,-7.238774654,-0.03319069084,0.5790150429,0.93779,0.07668,1.21376,0.2396,1.2476,-2.46758,3.7,94.7,84.745,3.79177,0.245,7.51,7.09,13.59,-3.753541076,117.5,0.9450171821
29/07/1988,437.6,-1.439670932,-3.035674717,0.04433606739,-0.1107174491,1.80342651,0.3392897534,-1.495669325,-1.0340187,0.75601,0.93779,0.07668,1.21376,0.2396,-2.9814,4.6,93.4,85.7879,1.40413,0.34,7.75,7.51,12.38,-8.903605592,117.5,0
31/08/1988,431.3,-4.127057732,-1.439670932,-3.035674717,0.04433606739,-0.1107174491,1.80342651,-2.237672825,-1.477003194,0.72925,0.75601,0.93779,0.07668,1.21376,9.50456,4.4,97.4,85.5208,-3.01352,0.395,8.01,7.75,12.22,-1.292407108,117.6,0.08510638298
30/09/1988,413.5,-1.620314389,-4.127057732,-1.439670932,-3.035674717,0.04433606739,-0.1107174491,-2.783364332,-2.867467794,0.75687,0.72925,0.75601,0.93779,0.07668,11.90024,3.9,97.3,87.0012,0.67179,0.306,8.19,8.01,11.63,-4.828150573,118.2,0.5102040816
31/10/1988,406.8,3.294001967,-1.620314389,-4.127057732,-1.439670932,-3.035674717,0.04433606739,-2.873686061,-2.395681018,0.20784,0.75687,0.72925,0.75601,0.93779,0.02264,3.9,94.1,88.7661,0.74627,0.2175,8.3,8.19,10.62,-8.684436801,117.5,-0.5922165821
30/11/1988,420.2,-0.2617801047,3.294001967,-1.620314389,-4.127057732,-1.439670932,-3.035674717,0.8368437886,-0.8177900517,1.14667,0.20784,0.75687,0.72925,0.75601,6.57946,3.7,93,88.7954,-3.14724,0.1675,8.35,8.3,10.31,-2.919020716,118.2,0.5957446809
30/12/1988,419.1,-3.602958721,-0.2617801047,3.294001967,-1.620314389,-4.127057732,-1.439670932,1.516110931,0.4706358242,0.48335,1.14667,0.20784,0.75687,0.72925,-3.21357,3.9,91.9,91.7325,0.77541,0.16,8.76,8.35,11.99,16.29485936,118.1,-0.08460236887
31/01/1989,404,-4.084158416,-3.602958721,-0.2617801047,3.294001967,-1.620314389,-4.127057732,-1.932369413,-0.1902456197,0.86001,0.48335,1.14667,0.20784,0.75687,-3.00866,3.5,97.9,97.4114,3.60264,0.1775,9.12,8.76,13.8,15.09591326,117.4,-0.5927180356
28/02/1989,387.5,0.6967741935,-4.084158416,-3.602958721,-0.2617801047,3.294001967,-1.620314389,-3.843558568,-2.649632414,0.6937,0.86001,0.48335,1.14667,0.20784,1.05966,4.1,95.4,95.5937,3.79151,0.3175,9.36,9.12,14.24,3.188405797,116,-1.192504259
31/03/1989,390.2,-1.486417222,0.6967741935,-4.084158416,-3.602958721,-0.2617801047,3.294001967,-1.693692111,-2.330114314,0.12343,0.6937,0.86001,0.48335,1.14667,3.17177,3.7,94.3,96.8918,-0.02133,0.642,9.85,9.36,15.65,9.901685393,116.3,0.2586206897
28/04/1989,384.4,-3.459937565,-1.486417222,0.6967741935,-4.084158416,-3.602958721,-0.2617801047,-0.3948215142,-1.624600481,0.30963,0.12343,0.6937,0.86001,0.48335,1.25659,4.3,91.5,100.5397,3.25105,0.7125,9.84,9.85,17.04,8.881789137,117.6,1.117798796
31/05/1989,371.1,-0.9431420102,-3.459937565,-1.486417222,0.6967741935,-4.084158416,-3.602958721,-2.473177393,-1.416526864,1.26329,0.30963,0.12343,0.6937,0.86001,1.15803,4.6,90.7,102.7446,4.52214,0.455,9.81,9.84,16.76,-1.643192488,117.1,-0.425170068
30/06/1989,367.6,2.013057671,-0.9431420102,-3.459937565,-1.486417222,0.6967741935,-4.084158416,-2.201539788,-1.963165599,0.24838,1.26329,0.30963,0.12343,0.6937,11.81898,3.8,90.6,111.0471,2.65819,0.286,9.53,9.81,16.42,-2.028639618,116.7,-0.341588386
31/07/1989,375,-2.64,2.013057671,-0.9431420102,-3.459937565,-1.486417222,0.6967741935,0.5349578306,-0.796673968,0.41669,0.24838,1.26329,0.30963,0.12343,12.66817,4.1,92,114.0399,-0.198,0.24,9.24,9.53,16.32,-0.6090133983,117.6,0.7712082262
31/08/1989,365.1,-0.9038619556,-2.64,2.013057671,-0.9431420102,-3.459937565,-1.486417222,-0.3134711643,-0.5233614463,0.53552,0.41669,0.24838,1.26329,0.30963,5.98065,3.5,89.6,121.8167,3.38738,0.2075,8.99,9.24,15.01,-8.026960784,118.4,0.6802721088
29/09/1989,361.8,1.409618574,-0.9038619556,-2.64,2.013057671,-0.9431420102,-3.459937565,-1.771930978,-0.5102680947,0.97331,0.53552,0.41669,0.24838,1.26329,-2.09627,3.4,95.8,123.4941,1.6133,0.332,9.02,8.99,15.58,3.797468354,118,-0.3378378378
31/10/1989,366.9,7.467974925,1.409618574,-0.9038619556,-2.64,2.013057671,-0.9431420102,0.2528783091,-0.7114144606,0.03591,0.97331,0.53552,0.41669,0.24838,11.80293,3.6,93.9,125.6393,0.08575,0.3575,8.84,9.02,16.25,4.300385109,118.6,0.5084745763
30/11/1989,394.3,3.829571392,7.467974925,1.409618574,-0.9038619556,-2.64,2.013057671,4.438796749,2.657910514,0.32303,0.03591,0.97331,0.53552,0.41669,4.17452,3.5,90.9,126.022,-3.1902,0.1725,8.55,8.84,16.3,0.3076923077,118.8,0.1686340641
29/12/1989,409.4,0.1709819248,3.829571392,7.467974925,1.409618574,-0.9038619556,-2.64,5.648773159,4.23572163,0.26695,0.32303,0.03591,0.97331,0.53552,2.93416,3.5,90.5,129.9403,-1.24976,0.038,8.45,8.55,17.01,4.355828221,120.1,1.094276094
31/01/1990,410.1,1.633747866,0.1709819248,3.829571392,7.467974925,1.409618574,-0.9038619556,2.000276659,3.822842747,1.12261,0.26695,0.32303,0.03591,0.97331,3.33315,4.1,93,131.1742,-2.15228,0.065,8.23,8.45,18.49,8.700764256,120,-0.08326394671
28/02/1990,416.8,-5.686180422,1.633747866,0.1709819248,3.829571392,7.467974925,1.409618574,0.9023648956,1.878100394,1.26215,1.12261,0.26695,0.32303,0.03591,1.41264,4.1,89.5,135.5596,-3.37458,0.07,8.24,8.23,18.16,-1.784748513,121.3,1.083333333
30/03/1990,393.1,-4.807936912,-5.686180422,1.633747866,0.1709819248,3.829571392,7.467974925,-2.026216278,-1.293816877,-0.06701,1.26215,1.12261,0.26695,0.32303,-2.0681,3.7,91.3,128.736,2.72452,0.048,8.28,8.24,16.57,-8.755506608,122.7,1.154163232
30/04/1990,374.2,-1.362907536,-4.807936912,-5.686180422,1.633747866,0.1709819248,3.829571392,-5.247058667,-2.953456489,0.71616,-0.06701,1.26215,1.12261,0.26695,3.37245,3.6,93.9,122.4442,-1.62752,0.09,8.26,8.28,14.52,-12.37175619,121.9,-0.65199674
31/05/1990,369.1,-4.551612029,-1.362907536,-4.807936912,-5.686180422,1.633747866,0.1709819248,-3.085422224,-3.952341623,0.40214,0.71616,-0.06701,1.26215,1.12261,-0.03038,3.4,90.6,132.6702,3.17142,0.025,8.18,8.26,13.82,-4.820936639,122.2,0.2461033634
29/06/1990,352.3,2.895259722,-4.551612029,-1.362907536,-4.807936912,-5.686180422,1.633747866,-2.957259783,-3.574152159,0.15385,0.40214,0.71616,-0.06701,1.26215,1.1348,3.8,88.3,126.0867,4.4528,-0.146,8.29,8.18,12.79,-7.452966715,122.5,0.2454991817
31/07/1990,362.5,8.882758621,2.895259722,-4.551612029,-1.362907536,-4.807936912,-5.686180422,-0.8281761537,-1.006419948,0.7601,0.15385,0.40214,0.71616,-0.06701,0.41004,3.4,88.2,128.1449,-1.40208,-0.145,8.15,8.29,14.03,9.695074277,122.6,0.08163265306
31/08/1990,394.7,-1.368127692,8.882758621,2.895259722,-4.551612029,-1.362907536,-4.807936912,5.889009171,2.408802104,0.4521,0.7601,0.15385,0.40214,0.71616,0.91863,4.6,76.4,123.2907,-13.05364,0.042,8.13,8.15,21.87,55.88025659,124.6,1.63132137
28/09/1990,389.3,-2.209093244,-1.368127692,8.882758621,2.895259722,-4.551612029,-1.362907536,3.757315464,3.46996355,0.69603,0.4521,0.7601,0.15385,0.40214,1.49988,4.7,72.8,125.4813,-7.00346,0.27,8.2,8.13,28.46,30.13260174,123.7,-0.7223113965
31/10/1990,380.7,0.2626740215,-2.209093244,-1.368127692,8.882758621,2.895259722,-4.551612029,-1.788610468,1.768512561,0.56648,0.69603,0.4521,0.7601,0.15385,1.64541,4.8,63.9,126.5084,-8.28964,0.4075,8.11,8.2,30.86,8.432888264,124.2,0.4042037187
30/11/1990,381.7,-1.231333508,0.2626740215,-2.209093244,-1.368127692,8.882758621,2.895259722,-0.9732096114,-1.104848972,0.01292,0.56648,0.69603,0.4521,0.7601,4.10525,4.7,66,124.5772,2.86403,0.416,7.81,8.11,27.53,-10.79066753,124.7,0.4025764895
31/12/1990,377,1.75066313,-1.231333508,0.2626740215,-2.209093244,-1.368127692,8.882758621,-0.4843297432,-1.05925091,0.03359,0.01292,0.56648,0.69603,0.4521,0.29001,4.7,65.5,125.5956,6.47644,0.4725,7.31,7.81,22.63,-17.79876498,123.6,-0.882117081
31/01/1991,383.6,-5.161626694,1.75066313,-1.231333508,0.2626740215,-2.209093244,-1.368127692,0.259664811,0.2606678812,-0.27377,0.03359,0.01292,0.56648,0.69603,0.35807,3.9,66.8,122.3333,1.74488,0.46,6.91,7.31,19.6,-13.38930623,124.8,0.9708737864
28/02/1991,363.8,-0.1374381528,-5.161626694,1.75066313,-1.231333508,0.2626740215,-2.209093244,-1.705481782,-1.547432357,-0.52573,-0.27377,0.03359,0.01292,0.56648,2.3427,3.4,70.4,118.8458,17.49918,0.1925,6.25,6.91,16.28,-16.93877551,123.7,-0.8814102564
29/03/1991,363.3,-1.348747592,-0.1374381528,-5.161626694,1.75066313,-1.231333508,0.2626740215,-2.649532424,-1.182800572,0.6691,-0.52573,-0.27377,0.03359,0.01292,-2.98927,3.3,87.7,122.1625,5.99072,-0.076,6.12,6.25,15.13,-7.063882064,123.7,0
30/04/1991,358.4,-0.390625,-1.348747592,-0.1374381528,-5.161626694,1.75066313,-1.231333508,-0.7430928722,-2.21593748,1.1974,0.6691,-0.52573,-0.27377,0.03359,-6.68529,3.2,81.8,121.6875,5.80218,-0.2075,5.91,6.12,16.16,6.807666887,123.5,-0.1616814875
31/05/1991,357,2.717086835,-0.390625,-1.348747592,-0.1374381528,-5.161626694,1.75066313,-0.8696862958,-0.6256035815,-0.15078,1.1974,0.6691,-0.52573,-0.27377,0.43978,3.1,78.3,121.7472,-1.08508,-0.24,5.78,5.91,16.44,1.732673267,124,0.4048582996
28/06/1991,366.7,0.2727024816,2.717086835,-0.390625,-1.348747592,-0.1374381528,-5.161626694,1.163230917,0.3259047477,0.66801,-0.15078,1.1974,0.6691,-0.52573,-0.04903,3.3,82.1,124.6689,-0.11379,-0.23,5.9,5.78,15.58,-5.231143552,124.4,0.3225806452
31/07/1991,367.7,-3.100353549,0.2727024816,2.717086835,-0.390625,-1.348747592,-0.1374381528,1.494894658,0.8663881054,0.1856,0.66801,-0.15078,1.1974,0.6691,-4.95256,3.1,82.9,130.9319,-0.20522,-0.345,5.82,5.9,16.36,5.006418485,124.5,0.08038585209
30/08/1991,356.3,-2.13303396,-3.100353549,0.2727024816,2.717086835,-0.390625,-1.348747592,-1.413825534,-0.03685474425,0.64713,0.1856,0.66801,-0.15078,1.1974,-0.19247,3.2,82,125.0374,4.88022,-0.512,5.66,5.82,16.6,1.466992665,123.6,-0.7228915663
30/09/1991,348.7,2.867794666,-2.13303396,-3.100353549,0.2727024816,2.717086835,-0.390625,-2.616693755,-1.653561676,0.07816,0.64713,0.1856,0.66801,-0.15078,-2.04234,3,83,128.6906,1.42398,-0.56,5.45,5.66,16.71,0.6626506024,123,-0.4854368932
31/10/1991,358.7,0.4181767494,2.867794666,-2.13303396,-3.100353549,0.2727024816,2.717086835,0.3673803529,-0.7885309478,0.39304,0.07816,0.64713,0.1856,0.66801,1.9479,3.2,78.3,125.7655,1.60681,-0.58,5.21,5.45,17.72,6.044284859,123.3,0.243902439
29/11/1991,360.2,0.4164353137,0.4181767494,2.867794666,-2.13303396,-3.100353549,0.2727024816,1.642985708,0.384312485,-0.21834,0.39304,0.07816,0.64713,0.1856,-0.3455,2.9,69.1,131.0058,1.44815,-0.62,4.81,5.21,17.12,-3.386004515,123.4,0.08110300081
31/12/1991,361.7,-1.990599945,0.4164353137,0.4181767494,2.867794666,-2.13303396,-3.100353549,0.4173060315,1.234135576,0.69416,-0.21834,0.39304,0.07816,0.64713,0.22712,2.7,68.2,133.0722,1.40098,-0.655,4.43,4.81,14.68,-14.25233645,123.8,0.3241491086
31/01/1992,354.5,-0.1692524683,-1.990599945,0.4164353137,0.4181767494,2.867794666,-2.13303396,-0.7870823155,-0.3853292939,0.42212,0.69416,-0.21834,0.39304,0.07816,4.82518,2.7,67.5,132.3365,13.16541,-0.67,4.03,4.43,13.99,-4.70027248,123.8,0
28/02/1992,353.9,-2.712630687,-0.1692524683,-1.990599945,0.4164353137,0.4181767494,2.867794666,-1.079926206,-0.5811390331,1.59682,0.42212,0.69416,-0.21834,0.39304,-2.77863,2.6,68.8,137.6153,2.64957,-0.67,4.06,4.03,14.04,0.3573981415,123.8,0
31/03/1992,344.3,-1.655532965,-2.712630687,-0.1692524683,-1.990599945,0.4164353137,0.4181767494,-1.440941577,-1.624161033,0.36233,1.59682,0.42212,0.69416,-0.21834,-1.20086,2.6,76,142.718,-1.96968,-0.665,3.98,4.06,14.12,0.5698005698,123.5,-0.2423263328
30/04/1992,338.6,-0.413467218,-1.655532965,-2.712630687,-0.1692524683,-1.990599945,0.4164353137,-2.184081826,-1.51247204,0.42688,0.36233,1.59682,0.42212,0.69416,-0.67315,3,77.2,144.0073,-5.94071,-0.72,3.73,3.98,15.36,8.781869688,123,-0.4048582996
29/05/1992,337.2,1.067615658,-0.413467218,-1.655532965,-2.712630687,-0.1692524683,-1.990599945,-1.034500092,-1.593876957,0.3522,0.42688,0.36233,1.59682,0.42212,0.08701,2.9,79.2,145.7911,-0.22606,-0.826,3.82,3.73,16.38,6.640625,122.9,-0.08130081301
30/06/1992,340.8,3.491784038,1.067615658,-0.413467218,-1.655532965,-2.712630687,-0.1692524683,0.3270742202,-0.3337948417,0.6511,0.3522,0.42688,0.36233,1.59682,-0.19671,3.1,80.4,147.7441,-2.54773,-0.895,3.76,3.82,17.96,9.645909646,123,0.08136696501
31/07/1992,352.7,-2.721859938,3.491784038,1.067615658,-0.413467218,-1.655532965,-2.712630687,2.279699848,1.381977493,0.44969,0.6511,0.3522,0.42688,0.36233,3.93968,2.7,76.6,141.7278,0.36321,-0.934,3.25,3.76,17.8,-0.8908685969,123.6,0.487804878
31/08/1992,343.1,0.6703584961,-2.721859938,3.491784038,1.067615658,-0.413467218,-1.655532965,0.38496205,0.6125132528,0.66314,0.44969,0.6511,0.3522,0.42688,0.42236,2.8,76.1,144.0507,0.04929,-0.92,3.3,3.25,17.07,-4.101123596,123.6,0
30/09/1992,345.4,-0.2895193978,0.6703584961,-2.721859938,3.491784038,1.067615658,-0.413467218,-1.025750721,0.4800941987,0.3829,0.66314,0.44969,0.6511,0.3522,1.66493,3,75.6,140.8071,2.0534,-0.85,3.22,3.3,17.2,0.7615700059,123.4,-0.1618122977
30/10/1992,344.4,-2.729384437,-0.2895193978,0.6703584961,-2.721859938,3.491784038,1.067615658,0.1904195491,-0.7803402798,0.81499,0.3829,0.66314,0.44969,0.6511,0.07679,2.8,73.3,143.7353,0.74583,-0.708,3.1,3.22,17.16,-0.2325581395,123.8,0.3241491086
30/11/1992,335,-0.05970149254,-2.729384437,-0.2895193978,0.6703584961,-2.721859938,3.491784038,-1.509451917,-0.7828484461,0.6909,0.81499,0.3829,0.66314,0.44969,-6.40411,2.9,85.3,139.9751,7.83774,-0.685,3.09,3.1,16,-6.75990676,123.5,-0.2423263328
31/12/1992,334.8,-1.732377539,-0.05970149254,-2.729384437,-0.2895193978,0.6703584961,-2.721859938,-1.394542965,-1.026201776,0.36875,0.6909,0.81499,0.3829,0.66314,-3.12674,2.8,91,140.2165,4.82148,-0.82,2.92,3.09,14.94,-6.625,123.7,0.1619433198
29/01/1993,329,0.09118541033,-1.732377539,-0.05970149254,-2.729384437,-0.2895193978,0.6703584961,-0.8960395157,-1.507154489,0.83479,0.36875,0.6909,0.81499,0.3829,-1.47905,2.9,89.3,129.6668,4.51458,-0.938,3.02,2.92,14.7,-1.606425703,123.5,-0.1616814875
26/02/1993,329.3,0.2429395688,0.09118541033,-1.732377539,-0.05970149254,-2.729384437,-0.2895193978,-0.8205960642,-0.5669645403,0.09916,0.83479,0.36875,0.6909,0.81499,1.06114,3.2,86.6,141.0779,-1.36249,-0.96,3.03,3.02,15.53,5.646258503,123.5,0
31/03/1993,330.1,3.665555892,0.2429395688,0.09118541033,-1.732377539,-0.05970149254,-2.729384437,0.1670624896,-0.4660841866,0.33635,0.09916,0.83479,0.36875,0.6909,1.45227,3.1,85.9,146.453,0.40676,-0.9725,3.07,3.03,15.94,2.640051513,123.2,-0.2429149798
30/04/1993,342.2,7.305669199,3.665555892,0.2429395688,0.09118541033,-1.732377539,-0.05970149254,1.95424773,1.333226957,-0.06429,0.33635,0.09916,0.83479,0.36875,2.47993,3,85.6,137.0183,-2.79936,-1.002,2.96,3.07,16.15,1.317440402,123.7,0.4058441558
31/05/1993,367.2,1.279956427,7.305669199,3.665555892,0.2429395688,0.09118541033,-1.732377539,5.485612546,3.738054887,0.93969,-0.06429,0.33635,0.09916,0.83479,1.99962,2.9,80.3,141.6103,3.17459,-0.995,3,2.96,16.03,-0.7430340557,124.9,0.9700889248
30/06/1993,371.9,5.458456574,1.279956427,7.305669199,3.665555892,0.2429395688,0.09118541033,4.292812813,4.083727173,0.66008,0.93969,-0.06429,0.33635,0.09916,1.65274,3.5,81.5,136.6154,1.30115,-1.0125,3.04,3,15.06,-6.051154086,125.7,0.6405124099
30/07/1993,392.2,-3.416624171,5.458456574,1.279956427,7.305669199,3.665555892,0.2429395688,3.369206501,4.681360734,0.39797,0.66008,0.93969,-0.06429,0.33635,-4.18239,3,77,139.9797,1.15224,-1.088,3.06,3.04,13.83,-8.167330677,127.3,1.272871917
31/08/1993,378.8,-6.203801478,-3.416624171,5.458456574,1.279956427,7.305669199,3.665555892,1.020916202,1.107262943,0.6509,0.39797,0.66008,0.93969,-0.06429,0.2704,3.2,77.3,140.6565,3.09263,-1.1075,3.03,3.06,13.75,-0.5784526392,127.1,-0.1571091909
30/09/1993,355.3,2.504925415,-6.203801478,-3.416624171,5.458456574,1.279956427,7.305669199,-4.810212825,-1.387323025,0.273,0.6509,0.39797,0.66008,0.93969,1.73067,3,77.9,138.6601,2.86765,-1.085,3.09,3.03,13.39,-2.618181818,126.7,-0.3147128245
29/10/1993,364.2,2.635914333,2.504925415,-6.203801478,-3.416624171,5.458456574,1.279956427,-1.849438032,-2.371833412,0.6784,0.273,0.6509,0.39797,0.66008,0.94156,3.3,82.7,139.2682,3.40023,-1.032,2.99,3.09,16.27,21.5085885,126.8,0.07892659826
30/11/1993,373.8,2.541466025,2.635914333,2.504925415,-6.203801478,-3.416624171,5.458456574,2.570419874,-0.3543205768,0.47213,0.6784,0.273,0.6509,0.39797,-1.98309,2.8,81.2,141.0901,-0.94237,-0.965,3.02,2.99,15.21,-6.51505839,127.1,0.2365930599
31/12/1993,383.3,0.9392121054,2.541466025,2.635914333,2.504925415,-6.203801478,-3.416624171,2.588690179,2.560768591,0.46991,0.47213,0.6784,0.273,0.6509,-0.79488,3,88.2,146.8171,-0.14325,-0.994,2.96,3.02,12.95,-14.85864563,127.2,0.07867820614
31/01/1994,386.9,-1.292323598,0.9392121054,2.541466025,2.635914333,2.504925415,-6.203801478,1.740339065,2.038864154,0.37329,0.46991,0.47213,0.6784,0.273,-1.00959,2.8,94.3,150.2474,3.25377,-1.04,3.05,2.96,10.49,-18.996139,127.6,0.3144654088
28/02/1994,381.9,0.5760670333,-1.292323598,0.9392121054,2.541466025,2.635914333,2.504925415,-0.1765557462,0.7294515107,0.30627,0.37329,0.46991,0.47213,0.6784,1.34293,2.8,93.2,145.0422,0.00519,-0.98,3.25,3.05,10.71,2.097235462,126.6,-0.7836990596
31/03/1994,384.1,-1.770372299,0.5760670333,-1.292323598,0.9392121054,2.541466025,2.635914333,-0.3581282823,0.07431851361,1.03596,0.30627,0.37329,0.46991,0.47213,2.40947,3,91.5,143.5223,-0.23918,-0.8425,3.34,3.25,10.94,2.147525677,126.6,0
29/04/1994,377.3,1.086668434,-1.770372299,0.5760670333,-1.292323598,0.9392121054,2.541466025,-0.5971526328,-0.8288762878,0.28925,1.03596,0.30627,0.37329,0.46991,1.61462,3,92.6,148.4187,-6.8238,-0.744,3.56,3.34,12.31,12.52285192,126.7,0.07898894155
31/05/1994,381.4,1.101206083,1.086668434,-1.770372299,0.5760670333,-1.292323598,0.9392121054,-0.3418519326,-0.03587894401,0.54025,0.28925,1.03596,0.30627,0.37329,-0.37327,3.1,92.8,140.4687,-0.61874,-0.7425,4.01,3.56,14.02,13.89114541,126.6,-0.07892659826
30/06/1994,385.6,-0.02593360996,1.101206083,1.086668434,-1.770372299,0.5760670333,-1.292323598,1.093937258,0.1391674059,-0.03425,0.54025,0.28925,1.03596,0.30627,-3.27289,2.7,91.2,141.3815,-0.62585,-0.7475,4.25,4.01,14.93,6.490727532,127.1,0.3949447077
29/07/1994,385.5,-1.322957198,-0.02593360996,1.101206083,1.086668434,-1.770372299,0.5760670333,0.5376362364,0.7206469688,0.84377,-0.03425,0.54025,0.28925,1.03596,2.06943,2.9,89,154.5302,-1.34395,-0.748,4.26,4.25,15.34,2.746148694,127.3,0.1573564123
31/08/1994,380.4,2.94426919,-1.322957198,-0.02593360996,1.101206083,1.086668434,-1.770372299,-0.6744454042,-0.08256157518,0.24847,0.84377,-0.03425,0.54025,0.28925,-0.44434,3.1,91.7,139.3131,3.55686,-0.81,4.47,4.26,14.5,-5.475880052,127.7,0.3142183818
30/09/1994,391.6,-0.4596527068,2.94426919,-1.322957198,-0.02593360996,1.101206083,1.086668434,0.8106559959,0.531792794,0.88972,0.24847,0.84377,-0.03425,0.54025,0.45637,3.4,91.5,137.6561,3.39307,-0.756,4.73,4.47,13.62,-6.068965517,127.8,0.07830853563
31/10/1994,389.8,-1.385325808,-0.4596527068,2.94426919,-1.322957198,-0.02593360996,1.101206083,1.242308242,0.3872197617,0.26036,0.88972,0.24847,0.84377,-0.03425,1.22493,3,92.7,137.2057,-0.1938,-0.6275,4.76,4.73,13.84,1.615271659,128,0.1564945227
30/11/1994,384.4,-1.326742976,-1.385325808,-0.4596527068,2.94426919,-1.322957198,-0.02593360996,-0.9224892575,0.3664302251,0.79372,0.26036,0.88972,0.24847,0.84377,2.50553,3.2,91.6,131.8451,-0.26737,-0.5525,5.29,4.76,14.14,2.167630058,127.9,-0.078125
30/12/1994,379.3,-0.1845504877,-1.326742976,-1.385325808,-0.4596527068,2.94426919,-1.322957198,-1.356034392,-1.057240497,0.26387,0.79372,0.26036,0.88972,0.24847,-6.21364,3,95.1,127.7653,-3.3439,-0.428,5.45,5.29,13.43,-5.021216407,127.6,-0.2345582486
31/01/1995,378.6,-0.528262018,-0.1845504877,-1.326742976,-1.385325808,-0.4596527068,2.94426919,-0.7556467319,-0.9655397573,0.33156,0.26387,0.79372,0.26036,0.88972,0.53376,3,97.6,129.3953,3.13214,-0.4575,5.53,5.45,14,4.244229337,127.8,0.1567398119
28/02/1995,376.6,1.460435475,-0.528262018,-0.1845504877,-1.326742976,-1.385325808,-0.4596527068,-0.3564062529,-0.6798518273,0.19828,0.33156,0.26387,0.79372,0.26036,2.67614,3,95.1,131.4732,3.46054,-0.595,5.92,5.53,14.71,5.071428571,127.3,-0.3912363067
31/03/1995,382.1,2.329233185,1.460435475,-0.528262018,-0.1845504877,-1.326742976,-1.385325808,0.4660867287,0.2492076565,-0.00825,0.19828,0.33156,0.26387,0.79372,8.32849,3.2,90.3,134.4686,2.92237,-0.65,5.98,5.92,14.68,-0.203942896,127.6,0.2356637863
28/04/1995,391,-1.483375959,2.329233185,1.460435475,-0.528262018,-0.1845504877,-1.326742976,1.89483433,1.087135547,0.71328,-0.00825,0.19828,0.33156,0.26387,7.55738,3.3,92.5,131.5785,2.25187,-0.6675,6.05,5.98,15.84,7.901907357,127.8,0.1567398119
31/05/1995,385.2,0.6230529595,-1.483375959,2.329233185,1.460435475,-0.528262018,-0.1845504877,0.422928613,0.7687642338,0.09825,0.71328,-0.00825,0.19828,0.33156,2.63117,3,89.8,134.6761,4.17049,-0.7325,6.01,6.05,15.85,0.06313131313,127.7,-0.07824726135
30/06/1995,387.6,-0.3611971104,0.6230529595,-1.483375959,2.329233185,1.460435475,-0.528262018,-0.4301614998,0.4896367285,0.87726,0.09825,0.71328,-0.00825,0.19828,2.30756,2.9,92.7,133.2929,5.38248,-0.726,6,6.01,15.02,-5.23659306,127.7,0
31/07/1995,386.2,-0.6473329881,-0.3611971104,0.6230529595,-1.483375959,2.329233185,1.460435475,0.1309279245,-0.40717337,0.90004,0.87726,0.09825,0.71328,-0.00825,-0.60984,2.9,94.4,133.4408,8.09329,-0.705,5.85,6,14.01,-6.72436751,127.9,0.1566170713
31/08/1995,383.7,-0.1563721658,-0.6473329881,-0.3611971104,0.6230529595,-1.483375959,2.329233185,-0.5042650493,-0.1284923797,-0.14666,0.90004,0.87726,0.09825,0.71328,1.86359,2.9,96.2,134.6169,3.08594,-0.7325,5.74,5.85,14.13,0.8565310493,127.9,0
29/09/1995,383.1,0,-0.1563721658,-0.6473329881,-0.3611971104,0.6230529595,-1.483375959,-0.4018525769,-0.3883007548,0.70621,-0.14666,0.90004,0.87726,0.09825,-6.07123,2.8,88.9,136.5405,4.10207,-0.736,5.8,5.74,14.49,2.547770701,127.7,-0.1563721658
31/10/1995,383.1,0.5742625946,0,-0.1563721658,-0.6473329881,-0.3611971104,0.6230529595,-0.07818608288,-0.2679017179,0.30368,0.70621,-0.14666,0.90004,0.87726,0.66908,2.9,90.2,135.4022,-2.74622,-0.7275,5.76,5.8,13.68,-5.590062112,128,0.2349256069
30/11/1995,385.3,0.5450298469,0.5742625946,0,-0.1563721658,-0.6473329881,-0.3611971104,0.2871312973,0.1392968096,-0.13146,0.30368,0.70621,-0.14666,0.90004,-1.21961,2.8,88.2,136.8704,2.39688,-0.77,5.8,5.76,14.03,2.558479532,128,0
29/12/1995,387.4,3.12338668,0.5450298469,0.5742625946,0,-0.1563721658,-0.6473329881,0.5596462207,0.3730974805,0.83169,-0.13146,0.30368,0.70621,-0.14666,-0.62142,2.7,91,146.4092,0.03806,-0.778,5.6,5.8,15.02,7.056307912,128,0
31/01/1996,399.5,1.326658323,3.12338668,0.5450298469,0.5742625946,0,-0.1563721658,1.834208264,1.414226374,0.82878,0.83169,-0.13146,0.30368,0.70621,0.10114,2.8,89.3,138.8668,-2.10972,-0.7925,5.56,5.6,15.43,2.729693742,129.4,1.09375
