week,sentiment
1989-12-25/1989-12-31,0.25
1990-01-01/1990-01-07,0.57955
1990-01-08/1990-01-14,-0.07030000000000003
1990-01-22/1990-01-28,0.4442
1990-01-29/1990-02-04,0.26197499999999996
1990-02-05/1990-02-11,0.18656666666666666
1990-02-12/1990-02-18,0.44015
1990-02-19/1990-02-25,0.125
1990-03-05/1990-03-11,0.5820666666666666
1990-03-12/1990-03-18,0.25
1990-03-19/1990-03-25,-0.5994
1990-03-26/1990-04-01,0.18989999999999999
1990-04-02/1990-04-08,0.5929666666666668
1990-04-16/1990-04-22,0.44015
1990-04-23/1990-04-29,-0.5994
1990-04-30/1990-05-06,0.496925
1990-05-07/1990-05-13,-0.10246666666666666
1990-05-14/1990-05-20,-0.08895000000000003
1990-05-21/1990-05-27,0.49274999999999997
1990-05-28/1990-06-03,-0.5994
1990-06-04/1990-06-10,0.4588
1990-06-11/1990-06-17,0.4588
1990-06-18/1990-06-24,0.1674
1990-06-25/1990-07-01,0.5000333333333333
1990-07-02/1990-07-08,0.242875
1990-07-09/1990-07-15,0.49274999999999997
1990-07-16/1990-07-22,0.33575
1990-07-30/1990-08-05,0.3058666666666667
1990-08-06/1990-08-12,-0.07030000000000003
1990-08-13/1990-08-19,0.4215
1990-08-20/1990-08-26,0.2299
1990-08-27/1990-09-02,0.7644500000000001
1990-09-03/1990-09-09,0.3544
1990-09-10/1990-09-16,0.16992
1990-09-24/1990-09-30,0.8286
1990-10-01/1990-10-07,-0.07030000000000003
1990-10-08/1990-10-14,0.5066999999999999
1990-10-15/1990-10-21,0.57955
1990-10-22/1990-10-28,-0.3856
1990-10-29/1990-11-04,-0.5574
1990-11-12/1990-11-18,-0.03635000000000005
1990-11-19/1990-11-25,0.39177999999999996
1990-11-26/1990-12-02,0.57955
1990-12-03/1990-12-09,0.2293333333333333
1990-12-10/1990-12-16,0.7003
1990-12-17/1990-12-23,0.47409999999999997
1990-12-24/1990-12-30,-0.04930000000000001
1990-12-31/1991-01-06,0.037849999999999995
1991-01-07/1991-01-13,0.5495
1991-01-14/1991-01-20,0.03646666666666665
1991-01-28/1991-02-03,-0.5574
1991-02-04/1991-02-10,0.0
1991-02-11/1991-02-17,0.5501
1991-02-18/1991-02-24,0.4814333333333333
1991-02-25/1991-03-03,-0.5784
1991-03-04/1991-03-10,0.7003
1991-03-11/1991-03-17,0.3058666666666667
1991-03-18/1991-03-24,0.5267
1991-03-25/1991-03-31,0.1597333333333333
1991-04-01/1991-04-07,0.44636666666666663
1991-04-08/1991-04-14,0.272775
1991-04-22/1991-04-28,0.07639999999999998
1991-04-29/1991-05-05,0.38835
1991-05-06/1991-05-12,0.7003
1991-05-13/1991-05-19,-0.5994
1991-05-20/1991-05-26,0.17194999999999996
1991-05-27/1991-06-02,0.8286
1991-06-03/1991-06-09,0.51322
1991-06-10/1991-06-16,0.1356
1991-06-17/1991-06-23,-0.5994
1991-06-24/1991-06-30,0.125
1991-07-01/1991-07-07,0.150425
1991-07-08/1991-07-14,0.4588
1991-07-15/1991-07-21,0.67765
1991-07-22/1991-07-28,-0.17470000000000002
1991-07-29/1991-08-04,0.4215
1991-08-05/1991-08-11,0.6436999999999999
1991-08-19/1991-08-25,0.09833999999999998
1991-08-26/1991-09-01,0.22383333333333333
1991-09-02/1991-09-08,-0.05980000000000002
