headline,date,doc_type,material_type,section,keywords
Dow Rises 27.11 as Inflation Fear Subsides,1993-07-15,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
Ukraine's Miners Bemoan The Cost of Independence,1993-07-17,article,News,,"['LABOR', 'Mines and Mining', 'GEOGRAPHIC PROFILES', 'Politics and Government', 'Coal', 'Strikes', 'Economic Conditions and Trends']"
Most Mutual Funds Report A Sluggish Second Quarter,1993-07-05,article,News,,"['Foreign Investments', 'Gold', 'Mutual Funds', 'Stocks and Bonds']"
Commodity Rise Wilts Treasuries,1993-07-07,article,News,,"['FUTURES TRADING', 'Government Bonds']"
BUSINESS DIGEST,1993-07-22,article,Summary,,['NO INDEX TERMS']
Dow Slips by 5.54 Points in Heavy Trading,1993-07-02,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
BUSINESS DIGEST,1993-07-10,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-07-20,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-07-28,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-07-29,article,Summary,,['NO INDEX TERMS']
