headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1989-04-05,article,Summary,,[]
"BUSINESS DIGEST: SATURDAY, APRIL 15, 1989",1989-04-15,article,Summary,,[]
BUSINESS DIGEST,1989-04-06,article,Summary,,[]
Drexel and S.E.C. Settle Civil Charges,1989-04-16,article,News,,[]
BUSINESS DIGEST,1989-04-07,article,Summary,,[]
"BUSINESS DIGEST: SATURDAY, APIRL 8, 1989",1989-04-08,article,Summary,,"['United States Economy', 'Corporations', 'Stocks and Bonds', 'Economic Conditions and Trends']"
Winds of Peace At Eastern Airlines,1989-04-09,article,News,,['United States Economy']
Paying Homage To West Africa's Golden Age,1989-04-23,article,News,,"['Gold', 'SHOWS (EXHIBITS)']"
New Start for Jones,1989-04-06,article,News,,['Boxing']
Freeport Buyback At $600 Million,1989-04-15,article,News,,"['Mergers, Acquisitions and Divestitures']"
