headline,date,doc_type,material_type,section,keywords
"Win or Lose, Donald Trump Is Coming to Pennsylvania Avenue (With His New Hotel)",2016-09-07,article,News,,"['Presidential Election of 2016', 'Hotels and Travel Lodgings', 'Luxury Goods and Services', 'Historic Buildings and Sites']"
Sexual Abuse Charges Put Shadow on U.S. Gymnastics Federation,2016-09-14,article,News,,"['Gymnastics', 'Child Abuse and Neglect', 'Sex Crimes', 'Olympic Games (2016)']"
"Apple Moves Toward a Wireless Future, One Tweak at a Time",2016-09-07,article,News,,"['Smartphones', 'Wearable Computing', 'Computers and the Internet', 'Watches and Clocks', 'iPhone']"
Forty-Eight Hours in Paris With Balmain’s Olivier Rousteing,2016-09-29,article,News,,"['Fashion and Apparel', 'Paris Fashion Week']"
Michael Kors Unveils a Smartwatch for the Fashion Set,2016-09-12,article,News,,"['Watches and Clocks', 'Fashion and Apparel', 'New York Fashion Week']"
What Maria Bamford Can’t Travel Without,2016-09-21,article,News,,"['Travel and Vacations', 'Comedy and Humor', 'Television']"
"Jerusalem as a Place of Desire and Death, at the Metropolitan Museum",2016-09-22,article,Review,,"['Art', 'Religion and Belief']"
A Sour Surprise for Public Pensions: Two Sets of Books,2016-09-17,article,News,,"['Pensions and Retirement Plans', 'Accounting and Accountants']"
Wild About Watches,2016-09-05,article,News,,"['Watches and Clocks', 'Collectors and Collections']"
The Exciting New Directions of a Few Top Designers,2016-09-14,article,News,,"['Furniture', 'Design', 'Textiles', 'Interior Design and Furnishings']"
