headline,date,doc_type,material_type,section,keywords
These 3 Mutual Funds Reaped Big Gains From Small Companies,2018-01-12,article,News,,['Mutual Funds']
Fine Timing at the Salon International de la Haute Horlogerie,2018-01-15,article,News,,['Watches and Clocks']
About Time: An Auction Dedicated to High-End Watches for Women,2018-01-15,article,News,,"['Watches and Clocks', 'Auctions', 'Women and Girls']"
"As an Independent Watchmaker, Romain Gauthier Has His Own Ideas",2018-01-16,article,News,,['Watches and Clocks']
Cash-Strapped Chinese Giant Taps a New Money Source: Its Workers,2018-02-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Stocks and Bonds']"
"Stolen Vodka Bottle, Said to Be Worth $1.3 Million, Is Found Drained and Dented",2018-01-06,article,News,,"['Vodka', 'Robberies and Thefts', 'Bars and Nightclubs']"
"Bubble, Bubble, Fraud and Trouble",2018-01-29,article,Op-Ed,,"['Bitcoin (Currency)', 'Virtual Currency']"
"The Marriage Is Over, but the Jewelry Is Mine",2018-01-18,article,News,,"['Jewels and Jewelry', 'Diamonds', 'Divorce, Separations and Annulments', 'Weddings and Engagements']"
Turkey Calls U.S. Conviction of Banker ‘Scandalous’,2018-01-04,article,News,,['Embargoes and Sanctions']
How the Other Half Lives in Iran,2018-01-14,article,Op-Ed,,"['Demonstrations, Protests and Riots', 'Embargoes and Sanctions', 'Drought', 'Poverty']"
