headline,date,doc_type,material_type,section,keywords
GHANA SEEKS INVESTORS TO REVIVE ITS GOLD INDUSTRY,1981-01-26,article,News,,"['Mines and Mining', 'Gold', 'Reserves (Natural Resources)', 'Economic Conditions and Trends', 'Production']"
The Economy,1981-01-30,article,News,,['NO INDEX TERMS']
STOCK PRICES CLIMB BRISKLY,1981-01-28,article,News,,"['PRICES', 'Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
A potboiler of gold at the end of his rainbow.,1981-01-23,article,Review,,['MOTION PICTURES']
Economic Scene; The Cost in Jobs Of Low Inflation,1981-01-02,article,News,,"['UNEMPLOYMENT AND JOB MARKET', 'United States Economy']"
The Economy,1981-01-27,article,News,,['NO INDEX TERMS']
"SATURDAY, JANUARY 17, 1981; Iranian Situation",1981-01-17,article,News,,['NO INDEX TERMS']
The Economy,1981-01-29,article,News,,['NO INDEX TERMS']
The Economy,1981-01-09,article,News,,['NO INDEX TERMS']
FUNDS FOR NEEDIEST TOPS A MILLION IN GIFTS FOR 11TH STRAIGHT YEAR,1981-01-15,article,News,,[]
