headline,date,doc_type,material_type,section,keywords
Gold Futures Fluctuation,1979-11-01,article,Archives,,['Gold']
Soviet Pushes Gold Coin,1979-11-29,article,Archives,,['Gold']
Strong Gold Demand Cited,1979-11-12,article,Archives,,['Gold']
World Gold,1979-11-08,article,Archives,,[]
World Gold,1979-11-27,article,Archives,,[]
World Gold,1979-11-06,article,Archives,,[]
World Gold,1979-11-10,article,Archives,,[]
World Gold,1979-11-28,article,Archives,,[]
World Gold,1979-11-15,article,Archives,,[]
World Gold,1979-11-22,article,Archives,,[]
