headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1991-11-01,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-11-22,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-11-02,article,Summary,,['NO INDEX TERMS']
YELTSIN'S DECREES SEEK FULL CHARGE OF RUSSIAN ASSETS,1991-11-18,article,News,,"['Reform and Reorganization', 'International Trade and World Market', 'Currency', 'Politics and Government', 'Economic Conditions and Trends']"
Studying Crafts On Ecuador Tour,1991-12-01,article,News,,"['Handicrafts', 'NYTRAVEL']"
In With the Old-Cum-New,1991-12-01,article,News,,['APPAREL']
Yeltsin Curtails Oil Exports,1991-11-16,article,,,[]
First Column,1991-11-23,article,,,[]
Taxes Aren't Fatal,1991-11-09,article,Op-Ed,,"['Taxation', 'ELECTION ISSUES', 'Elections', 'LEGISLATURES']"
Market Place; Reynolds's Armor May Wear Thin,1991-11-01,article,News,,"['STOCKS (CORPORATE)', 'COMPANY AND ORGANIZATION PROFILES', 'DIVERSIFICATION OF BUSINESS', 'INVESTMENT STRATEGIES', 'STOCK PRICES AND TRADING VOLUME']"
