headline,date,doc_type,material_type,section,keywords
"WEDNESDAY, JUNE 1, 1983; The Economy",1983-06-01,article,Summary,,['NO INDEX TERMS']
"SATURDAY, MAY 14, 1983",1983-05-14,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, MAY 25, 1983",1983-05-25,article,Summary,,['NO INDEX TERMS']
"THURSDAY, MAY 19, 1983; The Economy",1983-05-19,article,Summary,,['NO INDEX TERMS']
"THURSDAY, MAY 12, 1983",1983-05-12,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, MAY 18, 1983; The Economy",1983-05-18,article,Summary,,['NO INDEX TERMS']
"FRIDAY, MAY 27, 1983",1983-05-27,article,Summary,,['NO INDEX TERMS']
"FRIDAY, MAY 13, 1983; The Economy",1983-05-13,article,Summary,,['NO INDEX TERMS']
Summit Meeting,1983-05-28,article,Summary,,['NO INDEX TERMS']
"THURSDAY, MAY 5, 1983; The Economy",1983-05-05,article,Summary,,['NO INDEX TERMS']
