headline,date,doc_type,material_type,section,keywords
World Gold,1979-11-03,article,Archives,,[]
World Gold,1979-11-30,article,Archives,,[]
2 Indicted in Gold Sales Plot,1979-11-07,article,Archives,,"['Gold', 'Metals and Minerals']"
COMMODITIES; Precious Metals Decline; Grain Prices Strengthen,1979-11-14,article,Archives,,[]
COMMODITIES Futures Prices Mixed In Precious Metals Sugar Rally Continues,1979-11-03,article,Archives,,[]
COMMODITIES; Wide Range of Futures Register Price Declines,1979-11-16,article,Archives,,"['Copper, Brass and Bronze', 'International Trade and World Market']"
"Golden Profits From Drab Ore Golden Profits Found In Lower‐Grade Ore The New York Times/Nov. 1, 1979",1979-11-01,article,Archives,,['Gold']
Dollar Off Sharply In Europe CURRENCY MARKETS Dollar Declines Steeply Against Mark and Franc Termed a Supportive Move Continued From Page 27,1979-12-01,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
CURRENCY MARKETS; Bank of Japan Steps In To Rescue Sagging Yen,1979-11-14,article,Archives,,"['Currency', 'INTERNATIONAL MONETARY SYSTEM']"
COMMODITIES,1979-11-20,article,Archives,,[]
