headline,date,doc_type,material_type,section,keywords
Curbing Hidden Wedding Costs,2020-03-14,article,News,,"['Prices (Fares, Fees and Rates)', 'Luxury Goods and Services', 'Marriages', 'Budgets and Budgeting']"
Do You Honestly Find Spas Kind of Boring?,2020-03-05,article,News,,"['Spas', 'Virtual Reality (Computers)']"
"Thanks to Sanctions, Russia Is Cushioned From Virus’s Economic Shocks",2020-03-20,article,News,,"['Ruble (Currency)', 'Embargoes and Sanctions', 'Coronavirus (2019-nCoV)', 'Oil (Petroleum) and Gasoline']"
"The Tickets Home Were $5,000. They Paid It.",2020-03-12,article,News,,"['Travel Warnings', 'Airlines and Airplanes', 'Americans Abroad', 'Travel and Vacations', 'Coronavirus (2019-nCoV)']"
‘Containment Area’ Is Ordered for New Rochelle Coronavirus Cluster,2020-03-10,article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Shutdowns (Institutional)', 'Synagogues', 'Quarantines', 'Elderly', 'Nursing Homes']"
"Verona, N.J.: A Hilly Suburb Where You Can Stretch Your Budget",2020-03-11,article,News,,['Real Estate and Housing (Residential)']
"Ojai, Calif.: A Valley of Wellness (but No Chain Stores) in Ventura County",2020-03-03,article,News,,['Real Estate and Housing (Residential)']
"Coronavirus Turmoil in 5 Charts, 10 Quotes, 5 Photos and 1 Map",2020-03-10,article,News,,"['Coronavirus (2019-nCoV)', 'Banking and Financial Institutions', 'Oil (Petroleum) and Gasoline']"
Second Case of Coronavirus in N.Y. Sets Off Search for Others Exposed,2020-03-03,article,News,,['Coronavirus (2019-nCoV)']
Stocks Rally as Trump and Business Leaders Pledge Support,2020-03-13,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', ""Standard & Poor's 500-Stock Index"", 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends']"
