headline,date,doc_type,material_type,section,keywords
Image of the Day: April 16,2013-04-16,article,News,,"['Gold', 'Metals and Minerals']"
Gold Does Not Glitter,2013-04-15,article,News,,[]
Worth Your Weight in Gold,2013-04-09,article,News,,"['Airlines and Airplanes', 'Travel and Vacations']"
"This Week in Small Business: Apple, Gold and Cupcakes",2013-04-22,article,News,,"['Economic Conditions and Trends', 'Entrepreneurship', 'Small Business', 'Start-ups', 'United States Economy']"
Dementia Care Cost Is Projected to Double by 2040,2013-04-03,article,News,,"['Dementia', 'Health Insurance and Managed Care', 'Mental Health and Disorders']"
A Headphone That’s an Oldie but a Goodie,2013-04-09,article,News,,['Headphones and Headsets']
Goldman’s Earnings Show Strength,2013-04-16,article,News,,[]
Schwarzman’s Scholarship in China,2013-04-22,article,News,,[]
One Man’s Currency Is Another Man’s Bet,2013-04-18,article,News,,"['Gold', 'Gold Standard (Monetary)', 'Commodities', 'United States Economy', 'Currency']"
The Met and Israel Museum Buy Illuminated Jewish Manuscript Before It’s Auctioned,2013-04-29,article,News,,"['Art', 'Auctions', 'Jews and Judaism', 'Museums', 'Torah']"
