headline,date,doc_type,material_type,section,keywords
"NUMISMATICS;
OLD DESIGNS FOR THE NEW COINS",1986-04-27,article,News,,"['Numismatics', 'Silver', 'Gold']"
RESCUED BANK SOLD BY BRITAIN,1986-04-11,article,News,,"['Mergers, Acquisitions and Divestitures', 'Banks and Banking']"
How to Buy Better Weapons,1986-04-18,article,Editorial,,"['Defense Contracts', 'Editorials', 'UNITED STATES ARMAMENT AND DEFENSE']"
FINDING THE LITTLE DRESSMAKERS OF PARIS,1986-04-15,article,News,,['APPAREL']
BELGIUM'S ELEGANT LEATHERCRAFT,1986-04-20,article,News,,['TERMS NOT AVAILABLE']
WHY THE BELLS ARE CROSSING BORDERS,1986-04-20,article,News,,"['Directories', 'TELEPHONES', 'PROFITS (INDUSTRY-WIDE)', 'Regulation and Deregulation of Industry']"
ANDEAN CAMPING FLOATING IN FLOWERS,1986-04-06,article,News,,['Travel and Vacations']
CLEVER TREATS FOR EYES,1986-04-23,article,News,,[]
"BUSINESS DIGEST: WEDNESDAY, APRIL 2, 1986",1986-04-02,article,Summary,,[]
"BUSINESS DIGEST: FRIDAY, APRIL 11, 1986",1986-04-11,article,Summary,,[]
