headline,date,doc_type,material_type,section,keywords
The Big Wigs of Broadway,2014-05-09,multimedia,Interactive Feature,,"['Theater', 'Wigs']"
Frequent Matchup Yields Familiar Outcome: Montreal Moves On,2014-05-14,article,News,,"['Hockey, Ice', 'Playoff Games']"
Store Openings and Fashion Events Starting the Week of May 8,2014-05-07,article,News,,['Fashion and Apparel']
Weekend Reading: 5 Questions for Alibaba’s I.P.O.,2014-05-09,article,News,,[]
"Unfazed by Boos, Rangers Pad Lead",2014-05-20,article,News,,"['Hockey, Ice', 'Playoff Games']"
Watching North Carolina for Clues to the Senate,2014-05-06,article,News,,"['Elections, Senate', 'Primaries and Caucuses']"
"Follow the Money, China-Style",2014-05-11,article,Op-Ed,,"['Bribery and Kickbacks', 'Corruption (Institutional)', 'Economic Conditions and Trends', 'Inflation (Economics)', 'Renminbi (Currency)', 'Currency']"
The Latest in Watches: The Old Way to Tell Time,2014-05-20,article,News,,"['Watches and Clocks', 'Collectors and Collections', 'Conventions, Fairs and Trade Shows']"
Nothing You Say Will Make Me Pay $375 for a Sandal. But Keep Talking.,2014-05-09,article,News,,"['Shoes and Boots', 'Shopping and Retail']"
A Cancer Treatment in Your Medicine Cabinet?,2014-05-19,article,Op-Ed,,"['Aspirin', 'Clinical Trials', 'Breast Cancer']"
