headline,date,doc_type,material_type,section,keywords
  GILDED GUNBOAT,1985-09-15,article,Editorial,,['TERMS NOT AVAILABLE']
  U.S. Loses Medals,1985-09-01,article,News,,['TERMS NOT AVAILABLE']
Emhart Tool Deal,1985-09-07,article,News,,"['Mergers, Acquisitions and Divestitures']"
"  FROM FRUGAL TO FANCY, SOAP DISHES OF ALL SORTS",1985-09-12,article,News,,['TERMS NOT AVAILABLE']
Economic Scene;   Banks' Impact On Apartheid,1985-09-13,article,News,,"['POLITICS AND GOVERNMENT (1983)', 'Apartheid (Policy)', 'Economic Conditions and Trends']"
"NUMISMATICS;

AUCTIONS AND SALES",1985-09-01,article,News,,['TERMS NOT AVAILABLE']
"NUMISMATICS;

BANKS ARE NOW SELLING PRECIOUS METAL",1985-09-22,article,News,,['TERMS NOT AVAILABLE']
VANCOUVER EXCHANGE STRUGGLES TO REPAIR ITS TATTERED IMAGE,1985-09-02,article,News,,['Stocks and Bonds']
Contain the Futures Future,1985-09-18,article,Editorial,,"['Editorials', 'FUTURES TRADING', 'Law and Legislation', 'Regulation and Deregulation of Industry']"
"BUSINESS DIGEST: WEDNESDAY, SEPTEMBER 25, 1985",1985-09-25,article,Summary,,['TERMS NOT AVAILABLE']
