headline,date,doc_type,material_type,section,keywords
"TRAVEL ADVISORY;1922 Hawaii Theater To Reopen, Revamped",1996-04-28,article,News,,"['Theaters (Buildings)', 'HAWAII THEATER (HONOLULU)']"
Big Board and the Amex Report Rises in Uncovered Short Sales,1996-04-20,article,News,,"['Short Selling', 'Stocks and Bonds']"
Secularizing a Sacred Symbol,1996-04-07,article,News,,"['Crosses and Crucifixes', 'Jewels and Jewelry']"
Q and A,1996-04-14,article,Question,,[]
"A LA CARTE;Once a Diner, Now Some Added Specialties",1996-04-21,article,Review,,['Restaurants']
Food Notes,1996-04-03,article,News,,['Food']
INVESTING WITH: John L. Wallace;Robertson Stephens Growth and Income Fund,1996-04-28,article,Biography,,"['Biographical Information', 'Mutual Funds', 'Stocks and Bonds']"
Commercial Property/Rent-Increase Pass-Alongs;Tenants Find It's Easier to Switch Than Fight,1996-04-14,article,News,,"['Building Service Employees', 'Wages and Salaries', 'Renting and Leasing', 'OFFICE BUILDINGS']"
52-Story Comeback Is So Very Trump;Columbus Circle Tower Proclaims That Modesty Is an Overrated Virtue,1996-04-25,article,News,,"['Condominiums', 'Housing', 'HOTELS AND MOTELS']"
Call It Auntie Mame Chinoiserie,1996-04-04,article,News,,['Furniture']
