headline,date,doc_type,material_type,section,keywords
Makers Vie for Their Share of China’s Cooling Market,2012-04-27,article,News,,['Automobiles']
Monetary Mandate Mischief,2012-04-07,article,News,,[]
"U.S. Assets at Work, Unsupervised",2012-04-26,article,News,,"['Credit and Debt', 'National Debt (US)', 'Third World and Developing Countries']"
Don’t Know Much About (Ancient) History,2012-04-30,article,News,,[]
A Trophy Investment That Can Also Keep You Punctual,2012-04-06,article,News,,"['Collectors and Collections', 'Watches and Clocks', 'Personal Finances', 'Economic Conditions and Trends']"
What We’re Reading,2012-04-05,article,News,,[]
A Piece of the Great Outdoors for Sale,2012-04-26,article,News,,['Real Estate and Housing (Residential)']
The Early Word: Tryouts,2012-04-24,article,News,,[]
Seeking an End to an Execution Law They Once Championed,2012-04-06,article,News,,"['Referendums', 'Capital Punishment', 'Murders and Attempted Murders']"
Echoes of the End of the Raj,2012-04-17,article,Op-Ed,,"['United States International Relations', 'Afghanistan War (2001- )', 'Iraq War (2003-11)']"
