headline,date,doc_type,material_type,section,keywords
I.B.M. Posts $5.46 Billion Loss for 4th Quarter; Critics Find Gold in Woes Of Big Blue,1993-01-20,article,News,,"['Records and Achievements', 'Company Reports']"
"Stock Funds Did Well, Relatively",1993-01-07,article,News,,"['Mutual Funds', 'Stocks and Bonds']"
BUSINESS DIGEST,1993-01-19,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-01-30,article,Summary,,['NO INDEX TERMS']
The Face Is Familiar: It's Bill Clinton's,1993-01-17,article,News,,"['Numismatics', 'United States Politics and Government']"
Let Us Now Praise A Compromising Man,1993-01-31,article,News,,"['Numismatics', 'Presidents and Presidency (US)', 'Bill of Rights (US)', 'History']"
"SHOPPER'S WORLD;
Modern Jewelry, the Venetian Way",1993-01-10,article,News,,"['Jewels and Jewelry', 'NYTRAVEL']"
The Ups and Downs Of the Silver Dollar,1993-01-03,article,News,,"['Numismatics', 'Collectors and Collections']"
Stalking the Wild Bugle Bead,1993-01-31,article,News,,"['APPAREL', 'RETAIL STORES AND TRADE']"
Taking the Big Plunge Into the Sea of Mutual Funds,1993-01-09,article,News,,"['INVESTMENT STRATEGIES', 'Mutual Funds', 'Stocks and Bonds']"
