headline,date,doc_type,material_type,section,keywords
Asia Stocks Take an Early Hit,2008-09-18,article,News,,"['Nikkei Stock Average', 'Stocks and Bonds']"
Asia Stocks Take an Early Hit,2008-09-18,article,News,,[]
Asian investors sell stocks as credit worries persist,2008-09-18,article,News,,[]
U.S. stocks little changed as oil falls,2008-09-09,article,News,,[]
Weak retail sales weigh on Wall St.,2008-09-12,article,News,,[]
Slide in crude lifts U.S. stocks,2008-09-02,article,News,,[]
Stocks fall as officials testify on bailout plan,2008-09-23,article,News,,[]
U.S. stocks tumble amid new worries about Lehman,2008-09-09,article,News,,[]
Stocks Fall in Europe and Asia,2008-09-23,article,News,,[]
Global stocks drop as doubts over plan increase,2008-09-23,article,News,,[]
