headline,date,doc_type,material_type,section,keywords
"TUESDAY, APRIL 28, 1981; The Economy",1981-04-28,article,News,,['NO INDEX TERMS']
BEST BUYS,1981-04-08,article,News,,"['FOOD AND GROCERY TRADE', 'PRICES', 'Vegetables', 'Meat', 'Fruit']"
"Business Digest; THURSDAY, APRIL 9, 1981; The Economy",1981-04-09,article,News,,['NO INDEX TERMS']
"INVESTING;
THE REAL MONEY IN PAPER MONEY",1981-04-12,article,News,,"['PROPERTY AND INVESTMENTS', 'Currency']"
"FRIDAY, APRIL 24, 1981; The Economy",1981-04-24,article,News,,['TERMS NOT YET AVAILABLE']
GERMAN INSTITUTES ATTACK POLICY,1981-04-14,article,News,,"['Politics and Government', 'Economic Conditions and Trends']"
"SATURDAY, APRIL 4, 1981; The Economy",1981-04-04,article,News,,['NO INDEX TERMS']
"Business Digest; FRIDAY, MAY 1, 1981; The Economy",1981-05-01,article,News,,['NO INDEX TERMS']
DOW SLIDES BY 12.61 ON RATES RISE,1981-04-30,article,News,,"['PRIME RATE', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"Numismatics;
COIN DEALERS DIVERSIFY TO BROADEN THEIR HORIZONS",1981-04-19,article,News,,"['Numismatics', 'Auctions', 'EXPOSITIONS AND FAIRS']"
