headline,date,doc_type,material_type,section,keywords
Why a Harvard Professor Has Mixed Feelings When Students Take Jobs in Finance,2015-04-10,article,News,,"['Banking and Financial Institutions', 'Colleges and Universities', 'Labor and Jobs', 'Careers and Professions', 'Inventions and Patents', 'Economics (Theory and Philosophy)', 'Innovation', 'Stocks and Bonds']"
Giving Out Private Data for Discount in Insurance,2015-04-08,article,News,,"['Life Insurance', 'Privacy']"
What’s That on Beyoncé’s Wrist? Let Me Guess ... an Apple Watch,2015-04-22,article,News,,"['Watches and Clocks', 'Wearable Computing', 'Celebrities', 'Luxury Goods and Services']"
Brooklyn Movie Palace Throws Regal Arms Around Restored Lobby Suite,2015-04-22,article,News,,"['Furniture', 'Restoration and Renovation', 'Historic Buildings and Sites', 'Theaters (Buildings)']"
Marcus Bleasdale: When Photography Campaigns for Change,2015-04-30,article,News,,"['Computers and the Internet', 'Human Rights and Human Rights Violations', 'Metals and Minerals', 'Muslims and Islam', 'Photography']"
Economists Actually Agree on This: The Wisdom of Free Trade,2015-04-24,article,News,,"['Trans-Pacific Partnership', 'International Trade and World Market', 'Economics (Theory and Philosophy)', 'United States Politics and Government', 'Labor and Jobs', 'Law and Legislation', 'United States Economy']"
What We’re Reading,2015-04-17,article,News,,[]
Do You Experience FOMO When You Unplug?,2015-04-02,article,News,,[]
Oil Makes a Comeback in Pennsylvania ,2015-04-22,article,News,,"['Oil (Petroleum) and Gasoline', 'Shale']"
Letters to the Editor and Online Comments,2015-04-20,article,News,,[]
