headline,date,doc_type,material_type,section,keywords
"Business Digest; SATURDAY, NOVEMBER 7, 1981; The Economy",1981-11-07,article,News,,['NO INDEX TERMS']
Antiques; ANTIQUE JEWELRY FOR THE HOLIDAYS,1981-11-15,article,News,,"['Jewels and Jewelry', 'Antiques']"
PROSPECTORS WARNED OF MERCURY HAZARDS IF HEATED TO A VAPOR,1981-11-01,article,News,,"['Poisoning and Poisons', 'Metals and Minerals', 'HAZARDOUS MATERIALS', 'Gold']"
Mine Reopening,1981-12-01,article,News,,"['Mines and Mining', 'Reserves (Natural Resources)']"
HOLIDAY DRESSING: EASY LOOKS,1981-11-24,article,News,,"['Holidays and Special Occasions', 'APPAREL']"
Handy & Harman Net,1981-11-11,article,News,,"['Finances', 'Company Reports']"
Numismatics; SPECIALTY: PRISON MONEY,1981-11-01,article,News,,"['Numismatics', 'Prisons and Prisoners', 'Currency']"
Commodities; Amex's Push Into Options,1981-11-16,article,News,,"['FUTURES TRADING', 'OPTIONS TRADING']"
Fashion; THE SUCCESS OF LUXURY,1981-11-15,article,News,,['APPAREL']
Antiques View; A PRE-COLUMBIAN ART FEAST,1981-11-29,article,News,,"['Antiques', 'Auctions']"
