headline,date,doc_type,material_type,section,keywords
The Hedge Fund Manager Who Just Paid $238 Million for a Manhattan Penthouse,2019-01-24,article,News,,['Real Estate and Housing (Residential)']
Yankees Taking a Chance on Shortstop Troy Tulowitzki,2019-01-02,article,News,,"['Baseball', 'Free Agents (Sports)']"
House Hunting in … Colombia,2019-01-16,article,News,,['Real Estate and Housing (Residential)']
"These Days, ‘You Practically Need a Ph.D.’ to Figure Out Frequent-Flier Status",2019-01-21,article,News,,"['Airlines and Airplanes', 'Frequent Flier Programs', 'Credit Cards']"
House Hunting in … South Africa,2019-01-02,article,News,,['Real Estate and Housing (Residential)']
Is 2019 Over Yet?,2019-01-15,article,Op-Ed,,"['United States Politics and Government', 'Shutdowns (Institutional)', 'Education (K-12)', 'Veterans', 'Presidential Election of 2020']"
"Petland Discounts, Whose ’90s Jingle You’re Humming Right Now, May Close",2019-02-01,article,News,,"['Shutdowns (Institutional)', 'Shopping and Retail', 'Pets']"
What to Cook Right Now,2019-01-30,article,News,,['Cooking and Cookbooks']
Real Estate Funds Have Been a Balm in a Stinging Market,2019-01-11,article,News,,"['Real Estate (Commercial)', 'Shopping Centers and Malls', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Asset Allocation (Personal Finances)', 'Stocks and Bonds', 'E-Commerce', 'Mutual Funds', 'Real Estate Investment Trusts', ""Standard & Poor's 500-Stock Index"", 'Exchange Traded Funds', 'Shopping and Retail', 'Data Centers']"
A New York Plastic Bag Ban: What Is Cuomo Proposing and Is It a Good Thing?,2019-01-15,article,News,,"['Plastic Bags', 'Shopping and Retail', 'Law and Legislation', 'Prices (Fares, Fees and Rates)', 'Environment', 'Water Pollution']"
