headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS Gold Continues to Rise; Dollar Declines Abroad,1979-12-18,article,Archives,,"['Gold', 'Oil (Petroleum) and Gasoline', 'International Trade and World Market', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
CURRENCY MARKETS Gold Soars to Peak On European Buying,1979-12-12,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
World Gold,1980-01-01,article,Archives,,[]
"Oil Report Helps Gold Set a Mark, Oil Report Helps Send Gold to a Record Level $464 Gold in New York",1979-12-14,article,Archives,,"['Gold', 'Gold', 'Oil (Petroleum) and Gasoline', 'International Trade and World Market', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
CURRENCY MARKETS Price of Gold Tops $500 for First Time,1979-12-27,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
Stock Prices Up as Gold Fever Cools,1979-12-21,article,Archives,,"['STOCKS AND BONDS (GENERAL)', 'STOCK PRICES AND TRADING VOLUME']"
Dollar Gains Slightly; Price of Silver Eases,1979-12-05,article,Archives,,[]
Jewelers See a Gold Rush on the Island,1979-12-16,article,Archives,,['Jewels and Jewelry']
"Black Gold, Yellow Gold: Both Are Up Again",1979-12-16,article,Archives,,"['Oil (Petroleum) and Gasoline', 'International Trade and World Market']"
World Gold,1979-12-06,article,Archives,,[]
