headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1997-03-22,article,Summary,,[]
A Bargain on the Yellowstone Mine,1997-03-13,article,Editorial,,"['Gas (Fuel)', 'Mines and Mining', 'Editorials', 'Oil (Petroleum) and Gasoline', 'Gold', 'Coal', 'Parks and Other Recreation Areas']"
Nazi Entanglements,1997-03-03,article,Editorial,,"['JEWS', 'NAZI POLICIES TOWARD JEWS AND OTHER MINORITIES', 'World War II (1939-45)']"
"At End of a Miner's Rainbow, A Cloud of Confusion Lingers",1997-03-31,article,Special Report; Chronology,,"['Gold', 'Biographical Information', 'Tests and Testing']"
A Day to Collect Dimes for the Dome,1997-03-16,article,News,,"['STATE HOUSE (TRENTON, NJ)', 'Restoration and Rehabilitation', 'Children and Youth']"
Asian Real Estate:No Firm Ground,1997-03-08,article,,,[]
Bonds Higher On Hopeful Rate Outlook,1997-03-06,article,News,,"['United States Economy', 'Finances', 'Interest Rates', 'Credit', 'Government Bonds']"
Pope's Easter Message Assails Hatred in World Trouble Spots,1997-03-31,article,News,,"['Biographical Information', 'EASTER']"
"In a Ring, Love's Paradoxes Unfold",1997-03-02,article,News,,[]
BUSINESS DIGEST,1997-04-01,article,Summary,,[]
