headline,date,doc_type,material_type,section,keywords
Haircuts on a Global Scale,2016-07-20,multimedia,Interactive Feature,,"['Hair', 'Barbers and Barbering']"
Why Is the Stock Market So High? Ask the Bond Market,2016-07-30,article,News,,"['Interest Rates', 'Stocks and Bonds', 'Government Bonds', 'Personal Finances']"
Olympic Success Carries a Bonus for Koreans: Military Exemption,2016-07-25,article,News,,"['Soccer', 'Olympic Games (2016)', 'Asian Games']"
The Museum of Ice Cream Is Sold Out. Here’s What You’re Missing.,2016-07-29,article,News,,"['Museums', 'Advertising and Marketing', 'Social Media', 'Art']"
Wimbledon’s Fashion Winner: Kim Sears,2016-07-11,article,News,,"['Wimbledon Tennis Tournament', 'Fashion and Apparel', 'Tennis']"
How to Celebrate ‘Absolutely Fabulous: The Movie’,2016-07-20,multimedia,Interactive Feature,,"['Fashion and Apparel', 'Shopping and Retail']"
Seeking a Medal-Worthy Trip? Tips for Olympic Travelers.,2016-07-28,article,News,,"['Olympic Games (2014)', 'Travel and Vacations', 'Olympic Games (2016)']"
No Hearing Aid? Some Gizmos Offer Alternative to ‘Speak Up!’,2016-07-15,article,News,,"['Ears and Hearing', 'Hearing Aids', 'Elderly']"
"From Fallen Presidential Candidates, Bold Money Ideas Worth Another Look",2016-07-08,article,News,,"['Personal Finances', 'Retirement', 'Credit Scores', 'Student Loans', 'Stocks and Bonds', 'Credit and Debt', 'Presidential Election of 2016']"
Match the Celebrity Pitchman to His Watch,2016-07-06,multimedia,Interactive Feature,,['Watches and Clocks']
