headline,date,doc_type,material_type,section,keywords
Pinstripe Wizard,2009-03-05,article,Caption,,"['APPAREL', 'Watches and Clocks']"
Canadian Mining Company Files for Bankruptcy,2009-03-07,article,Brief,,"['Mines and Mining', 'Bankruptcies']"
"As Dollar Shrinks, Oil Rises Above $50",2009-03-19,article,News,,"['Oil (Petroleum) and Gasoline', 'Stocks and Bonds', 'Prices (Fares, Fees and Rates)']"
"As Dollar Shrinks, Oil Rises Above $50",2009-03-20,article,News,,[]
Nylon Run,2009-03-05,article,News,,['APPAREL']
Chambers details using various drugs,2009-03-03,article,News,,[]
All You Need Is Something to Put in Them,2009-03-27,article,News,,"['Handbags and Purses', 'Fashion and Apparel']"
"Asian stocks extend gains, pinning hopes on China",2009-03-05,article,News,,[]
Therapy for Overspenders,2009-03-18,article,News,,"['Shopping and Retail', 'Fashion and Apparel']"
Oz Minerals and China’s Minmetals Sign New $1.2 Billion Deal,2009-04-01,article,News,,[]
