headline,date,doc_type,material_type,section,keywords
PROSPECTS,1987-07-12,article,News,,"['Automobiles', 'Soft Drinks', 'Gold', 'Forecasts', 'Stocks and Bonds', 'Production']"
CAREFUL SHOPPER,1987-07-12,article,News,,['RETAIL STORES AND TRADE']
INSIDE,1987-07-05,article,News,,['TERMS NOT AVAILABLE']
Leather And Lace,1987-07-29,article,News,,[]
Honda Exports To Japan Set,1987-07-02,article,News,,"['International Trade and World Market', 'Motorcycles, Motor Bikes and Motorscooters']"
"NUMISMATICS;
A MIDSUMMER SALE OF UNUSUAL COINS",1987-07-19,article,News,,"['Numismatics', 'Auctions']"
AUCTIONS,1987-07-24,article,News,,"['Records and Achievements', 'Collectors and Collections', 'Auctions', 'SMOKING', 'Art']"
Having Fun With Bracelets And Big Bags,1987-07-15,article,News,,[]
MUTUAL FUNDS' TOUGH QUARTER,1987-07-04,article,News,,"['Mutual Funds', 'Stocks and Bonds']"
"OLD SHAKERS, NEW PLATES",1987-07-22,article,News,,[]
