headline,date,doc_type,material_type,section,keywords
New Ways to Try to Punish Russia,2022-06-27,article,News,,['Russian Invasion of Ukraine (2022)']
A New York Homecoming for the ‘Queen of Hoops’,2022-06-30,article,News,,"['Gold', 'Jewels and Jewelry', 'Shopping and Retail']"
Theft of a Church’s Tabernacle Leaves More Than a Physical Void,2022-06-01,article,News,,"['Churches (Buildings)', 'Robberies and Thefts']"
Expanding the Watch World’s Metaverse With a Gaming Twist,2022-06-14,article,News,,"['Watches and Clocks', 'Nonfungible Tokens (NFTs)', 'Collectors and Collections', 'your-feed-fashion']"
"As G7 leaders meet, Russia sends a message with missile attacks.",2022-06-26,article,News,,[]
$2.9 Million Homes in California,2022-06-20,article,News,,"['Real Estate and Housing (Residential)', 'Content Type: Service']"
Biden Casts Inflation as a Global Problem During a Visit to the Port of Los Angeles,2022-06-10,article,News,,"['Supply Chain', 'Ports', 'United States Economy', 'Inflation (Economics)', 'Shopping and Retail', 'Freight (Cargo)', 'Ships and Shipping', 'United States Politics and Government', 'Shortages']"
Biden Pushes Congress for Three-Month Gas Tax Holiday,2022-06-22,article,News,,"['Gasoline Tax (US)', 'Federal Taxes (US)', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'United States Economy', 'United States Politics and Government', 'Russian Invasion of Ukraine (2022)']"
"If You Must Point Fingers on Inflation, Here’s Where to Point Them",2022-06-11,article,Op-Ed,,"['United States Economy', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Interest Rates', 'Midterm Elections (2022)', 'United States Politics and Government']"
Ruth Negga Thinks Lady Macbeth Is Misunderstood,2022-06-07,article,News,,"['Theater', 'Actors and Actresses', 'Tony Awards (Theater Awards)']"
