headline,date,doc_type,material_type,section,keywords
"On This Shopping Trip, Don't Plan on Returns",2001-03-04,article,News,,"['Travel and Vacations', 'RETAIL STORES AND TRADE']"
"Topps uses Mickey Mantle, old-style cards and bubble gum to help sales and celebrate 50 years.",2001-03-22,article,News,,"['Baseball', 'Chewing Gum', 'Trading Cards']"
Drug Makers May Have To Give To Get,2001-03-11,article,Interview,,"['Drugs (Pharmaceuticals)', 'Prices (Fares, Fees and Rates)', 'INDUSTRY PROFILES', 'AGED']"
Serbian Prosecutors Show Signs of Closing In on Milosevic,2001-03-01,article,News,,"['Politics and Government', 'Ethics']"
Catering to Quest For Exclusivity,2001-03-16,article,,,[]
"Mysteriously, Real Estate Rolls On",2001-03-22,article,News,,"['United States Economy', 'Housing', 'Prices (Fares, Fees and Rates)']"
"Makuhari Mesa Journal; Thinking Big in Aisle 1, Thinking Cheap in Aisle 31",2001-03-16,article,News,,['RETAIL STORES AND TRADE']
Mad Cow Crisis Has Wide Ramifications in Industry,2001-03-17,article,,,[]
ASK ROGER COLLIS : From Web to World,2001-03-09,article,,,[]
"In Canada, a Clothing Company Tries On an Airline",2001-03-18,article,News,,['Airlines and Airplanes']
