headline,date,doc_type,material_type,section,keywords
Shacks in South Africa Can Garner Fancy Prices,2006-06-07,article,News,,"['Housing', 'Economic Conditions and Trends']"
J. Crew Chief Spins Notes into Gold,2006-06-29,article,News,,[]
Shacks in South Africa can garner fancy prices  - Africa & Middle East - International Herald Tribune,2006-06-06,article,News,,[]
Asia shares plunge on inflation concerns - Business - International Herald Tribune,2006-06-13,article,News,,[]
Boom in Ethanol Reshapes Economy of Heartland,2006-06-25,article,News,,"['Agriculture', 'Energy and Power', 'Surveys and Series', 'United States Economy', 'Ethanol', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'FACTORIES AND INDUSTRIAL PLANTS']"
The Cry of the Wild,2006-06-28,article,Op-Ed,,"['Forests and Forestry', 'Environment', 'Endangered and Extinct Species', 'Biology and Biochemistry']"
The Cry of the Wild,2006-06-28,article,Op-Ed,,"['Biology and Biochemistry', 'Forests and Forestry', 'Endangered and Extinct Species', 'Environment']"
A Paperweight Touched by Midas,2006-06-11,article,News,,['Gold']
Top-Shelf Treatment for Celebrities at World Cup,2006-06-07,article,News,,"['World Cup (Soccer)', 'Soccer', 'Celebrities']"
V.O.I.P. Firm Acme Braves I.P.O.,2006-06-05,article,News,,[]
