headline,date,doc_type,material_type,section,keywords
COMMODITIES,1979-01-05,article,Archives,,[]
Short‐Weight Butcher Posts 5 Bargain Prices,1979-01-17,article,Archives,,['Meat']
Land Seekers Rush to California Gold Hills,1979-01-17,article,Archives,,"['Gold', 'Real Estate']"
COMMODITIES Gold Futures Down $5; Pork Bellies Up 2¢ Limit,1979-01-03,article,Archives,,[]
CURRENCY MARKETS Dollar Mixed Abroad; Gold Climbs Sharply,1979-01-23,article,Archives,,[]
Cash Prices,1979-01-30,article,Archives,,[]
Cash Prices,1979-02-01,article,Archives,,[]
Miami Set for Super Gold Week,1979-01-15,article,Archives,,[]
Yellow Pages: Gold for A.T.&,1979-01-29,article,Archives,,['TELEPHONES']
Dental Group Says It Has Painless Prices,1979-01-14,article,Archives,,['Teeth and Dentistry']
