headline,date,doc_type,material_type,section,keywords
Dollar Drops Further as Central Banks Reassess Reserves,2004-11-26,article,News,,"['Currency', 'International Trade and World Market', 'Banks and Banking', 'United States Economy']"
Jittery market seizes on fear of slowdown in foreign purchases : U.S. dollar whipsaws on worries over China,2004-11-27,article,News,,[]
Report Heightens Pollution Dispute at Indonesian Bay,2004-11-09,article,News,,"['Water Pollution', 'Mines and Mining', 'Hazardous and Toxic Substances', 'Gold', 'Suits and Litigation', 'Bribery', 'Research', 'Arsenic', 'Mercury (Metal)', 'News and News Media']"
Dollar's drop has central banks reassessing reserves,2004-11-27,article,News,,[]
Ex-Disney Director Says He Was Briefed on Ovitz's Pay,2004-11-11,article,News,,"['Executives and Management', 'Wages and Salaries', 'Suits and Litigation']"
BUSINESS DIGEST,2004-11-13,article,Summary,,[]
World Business Briefing | Europe: Britain: A Mall For Dubai,2004-11-02,article,News,,"['SHOPPING CENTERS', 'RETAIL STORES AND TRADE']"
Embracing the index trackers,2004-11-11,article,News,,[]
"King Tut Treasures Will Return to U.S., but Won't Stop at the Met",2004-12-01,article,News,,"['Archaeology and Anthropology', 'Egyptian Civilization', 'Prices (Fares, Fees and Rates)', 'Museums', 'Art', 'Travel and Vacations']"
Australian Mine Shares Rise in Investors' Rush for Metals,2004-11-25,article,News,,"['Mines and Mining', 'Mergers, Acquisitions and Divestitures', 'Metals and Minerals', 'Copper, Brass and Bronze', 'Stocks and Bonds']"
