headline,date,doc_type,material_type,section,keywords
Scotland Adds Yet Another Golf Course,1997-04-06,article,News,,"['ROXBURGHE GOLD COURSE (SCOTLAND)', 'Travel and Vacations', 'Golf']"
Treasury to Sell Notes and Bills,1997-04-21,article,Schedule,,[]
An Ancient Silk Trade Is Reborn,1997-04-20,article,News,,"['SILK', 'Textiles']"
The Big Cash Register,1997-04-22,article,Op-Ed,,['Social Conditions and Trends']
The Market Strengthens For Small Apartments,1997-04-06,article,News,,"['Condominiums', 'Sales', 'Housing', 'Renting and Leasing', 'Cooperatives', 'Prices (Fares, Fees and Rates)']"
BUSINESS DIGEST,1997-04-01,article,Summary,,[]
New Channels and New Costs for Cable TV,1997-04-06,article,News,,"['Cable Television', 'Television', 'Prices (Fares, Fees and Rates)', 'Fiber Optics']"
The F.T.C. Cracks Down On Travel Scams,1997-04-06,article,News,,"['Frauds and Swindling', 'Airlines and Airplanes', 'HOTELS AND MOTELS', 'Consumer Protection', 'Travel Agencies and Agents', 'Regulation and Deregulation of Industry', 'Travel and Vacations']"
BUSINESS DIGEST,1997-04-02,article,Summary,,[]
Razing and Raising: New Market in Lower Fairfield,1997-04-27,article,News,,"['Housing', 'Restoration and Rehabilitation', 'Prices (Fares, Fees and Rates)']"
