headline,date,doc_type,material_type,section,keywords
Teck Corp. reports earnings for Qtr to Sept 30,1989-10-28,article,Statistics,,['Company Reports']
Jewelry Gaining in Crafts,1989-10-22,article,News,,['Jewels and Jewelry']
Noodle Kugel Inspires 'Home Style' Poetry,1989-10-01,article,News,,"['Books and Literature', 'Poetry and Poets']"
Soviet Official Explains Ruble Devaluation,1989-10-28,article,News,,"['PRICES', 'Currency', 'Finances', 'Black Markets']"
Stocks Close Hectic Week With a Slide,1989-10-28,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
Auctions,1989-10-20,article,News,,"['Auctions', 'Art']"
Amax Inc. reports earnings for Qtr to Sept 30,1989-10-20,article,Statistics,,['Company Reports']
"STYLE MAKERS;
Jean Pierre Bretaudeau: Children's Wear Designer",1989-10-15,article,News,,['APPAREL']
"Plain or Fancy, The Greeks Said It With Metal",1989-10-15,article,News,,"['ARCHEOLOGY AND ANTHROPOLOGY', 'Greek Civilization', 'SHOWS (EXHIBITS)']"
Diner's Journal,1989-10-06,article,Review,,"['Reviews', 'RESTAURANT REVIEWS']"
