headline,date,doc_type,material_type,section,keywords
Paulson Fund Buys 168 Million Shares of BofA,2009-08-13,article,News,,[]
"Store Review: Shogetudo in Fukuoka, Japan",2009-08-13,article,Review,,"['Travel and Vacations', 'Shopping and Retail']"
Solution and Prize: Indiana Jones and the Golden Rope,2009-08-07,article,News,,[]
Indiana Jones Puzzle Solution,2009-08-07,article,Web Log,,[]
"100, 75, 50 Years Ago",2009-08-11,article,News,,[]
"100, 75, 50 Years Ago",2009-08-11,article,News,,[]
"Where Camels Once Trod, a Train Crosses Australia",2009-08-10,article,News,,"['Travel and Vacations', 'Road Trips', 'Railroads']"
Land of the Rising Yen,2009-08-07,article,Op-Ed,,"['United States Economy', 'Yen (Currency)', 'International Trade and World Market']"
"36 Hours in Juneau, Alaska",2009-08-27,article,News,,['Travel and Vacations']
"It’s Fresh, Local and Elegant",2009-08-28,article,Review,,"['Cooking and Cookbooks', 'Restaurants']"
