headline,date,doc_type,material_type,section,keywords
ANGLOGOLD IN TALKS TO SELL SOME SOUTH AFRICAN MINES,2000-11-28,article,News,,"['Mines and Mining', 'Mergers, Acquisitions and Divestitures', 'Gold']"
Food; Caviar Lite,2000-11-26,article,News,,[]
Comments on AIDS Weaken Mbeki,2000-11-01,article,News,,"['Foreign Investments', 'Sex', 'Acquired Immune Deficiency Syndrome', 'Condoms', 'Economic Conditions and Trends']"
EIDOS EXECUTIVE RESIGNS,2000-11-02,article,News,,"['Suspensions, Dismissals and Resignations', 'Appointments and Executive Changes', 'Biographical Information']"
A Triumph Of Orchids,2000-11-10,article,News,,"['Jewels and Jewelry', 'Antiques']"
Europeans Forgo a Rate Change,2000-11-17,article,News,,"['Currency', 'Interest Rates', 'Credit', 'Economic Conditions and Trends']"
Come In and Pull Up a Hamster,2000-11-16,article,News,,['HOUSEWARES']
For Nights When 298 F.O.B. Turn Up,2000-11-02,article,News,,[]
Wonder Woman Would Love These,2000-11-05,article,News,,['Jewels and Jewelry']
"Co-ops Fret, Tenants Sue As Corporate Renters Arrive",2000-11-26,article,News,,"['Housing', 'Cooperatives', 'Prices (Fares, Fees and Rates)', 'Suits and Litigation']"
