headline,date,doc_type,material_type,section,keywords
TIPS:U.S. Bonds' Inflation Protection Appeals to Our Panelists,2001-11-10,article,,,[]
"The Glorious, the Gaudy: 5 Decades of T-Birds",2001-11-04,article,News,,['Automobiles']
Zero Percent: The Fine Print Counts,2001-11-09,article,News,,"['Automobiles', 'CONSUMER CREDIT', 'ADVERTISING', 'Consumer Protection']"
Cubism Finds Itself At Home,2001-11-15,article,News,,"['Interior Design', 'Furniture']"
Afghan Art Dispersed by The Winds Of War; A Nation Loses Its Heritage To Smugglers and Dealers,2001-11-01,article,News,,"['Politics and Government', 'Smuggling', 'Art']"
Canada's Global City (Not Toronto),2001-11-26,article,News,,[]
Cotovelo do Xingu Journal; A Collector's Item Costs Brazilian Divers Dearly,2001-11-05,article,News,,"['ZEBRINHA (FISH)', 'Fish and Other Marine Life']"
"Vouvray, Going to Extremes",2001-11-28,article,News,,"['Wines', 'Alcoholic Beverages']"
Radio E-Mail Connects Ships to Shore,2001-11-22,article,News,,"['Electronic Mail', 'Radio', 'Boats and Boating', 'Computers and the Internet']"
Bush Team Is Reversing Environmental Policies,2001-11-18,article,News,,[]
