headline,date,doc_type,material_type,section,keywords
Going for the Gold in California,1988-02-14,article,News,,"['Historic Buildings and Sites', 'Gold', 'Travel and Vacations']"
Treasury Bond Prices Up Sharply,1988-02-27,article,News,,"['Finances', 'BOND PRICES AND TRADING VOLUME', 'Government Bonds']"
Crude Prices at Year's Low After U.S. Inventory Report,1988-02-26,article,News,,"['PRICES', 'Oil (Petroleum) and Gasoline', 'FUTURES TRADING', 'INVENTORIES (ECONOMIC INDICATOR)']"
Blair Captures 500-Meter Gold In Record Time,1988-02-23,article,News,,"['Ice Skating', 'Records and Achievements', 'Olympic Games (1988)', 'Speed Skating', 'WINTER GAMES (OLYMPICS)']"
Bond Prices Retain Early Gains,1988-03-01,article,News,,"['Credit', 'BOND PRICES AND TRADING VOLUME', 'Stocks and Bonds', 'Government Bonds']"
Pickens Bidding for Homestake,1988-03-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
"BUSINESS DIGEST: SATURDAY, FEBRUARY 27, 1988",1988-02-27,article,Summary,,[]
"BUSINESS DIGEST: MONDAY, FEBRUARY 22, 1988",1988-02-22,article,Summary,,[]
"BUSINESS DIGEST: TUESDAY, FEBRUARY 9, 1988",1988-02-09,article,Summary,,[]
"BUSINESS DIGEST: FRIDAY, FEBRUARY 12, 1988",1988-02-12,article,Summary,,['United States Economy']
