headline,date,doc_type,material_type,section,keywords
Bond Prices Decline Sharply,1986-09-20,article,News,,"['PRICES', 'Finances', 'Government Bonds']"
U.S. BOND PRICES FALL SHARPLY,1986-09-03,article,News,,"['INTEREST (MONEY)', 'Finances', 'Government Bonds']"
PRODUCER PRICE INDEX UP SLIGHT 0.3%,1986-09-13,article,News,,"['Heating', 'United States Economy', 'PRICES', 'Producer Price Index', 'GASOLINE', 'INFLATION']"
Rates Continue to Advance,1986-09-04,article,News,,"['INTEREST (MONEY)', 'Finances', 'Government Bonds']"
Dollar Off After Baker Comments,1986-09-19,article,News,,"['International Trade and World Market', 'Currency']"
"DOW DROPS BY 27.98, TO 1,870.36",1986-09-03,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
INTEREST RATES INCREASE AGAIN,1986-09-09,article,News,,"['Credit', 'Stocks and Bonds', 'BOND PRICES AND TRADING VOLUME', 'Government Bonds']"
"BUSINESS DIGEST: SATURDAY, SEPTEMBER 6, 1986",1986-09-06,article,News,,['News and News Media']
"DOW FALLS 19.96 POINTS, TO 1,899.75",1986-09-06,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"BUSINESS DIGEST: THURSDAY, SEPTEMBER 18, 1986",1986-09-18,article,Summary,,[]
