headline,date,doc_type,material_type,section,keywords
Vertex Buys Biotechnology Rival for $592 Million,2001-05-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Drugs (Pharmaceuticals)']"
Versace Auction Exceeds Expectations,2001-04-07,article,News,,[]
"On Native Land, a Fear of Free Trade",2001-04-21,article,Op-Ed,,"['Indians, American', 'International Trade and World Market', 'FREE TRADE AGREEMENT OF THE AMERICAS', 'MOHAWK INDIANS']"
Drinks That Promise To Change Your Life,2001-04-01,article,Review,,[]
Commercial Property/Florida; A Cinderella Story Unfolds in West Palm Beach,2001-04-15,article,News,,[]
"At Maastricht, Dazzling Masterpieces Fascinated Visitors : Fairs Now Easily Outshine Auctions",2001-04-21,article,,,[]
Letters: Gauging the Tumble of Initial Public Offerings,2001-04-22,article,News,,"['Editorials', 'Budgets and Budgeting', 'Taxation', 'Wages and Salaries']"
"BEHIND THE WHEEL/Hyundai XG300 and Kia Optima; Out of the Cheap Seats, Into the Luxury Box",2001-04-22,article,News,,['Automobiles']
Rahman Takes Lewis's Belts In Big Upset,2001-04-22,article,News,,['Boxing']
Q & A,2001-04-08,article,Question,,[]
