headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS; Dollar Gains Strength; Price of Gold Retreats ,1980-03-01,article,Archives,,[]
Saffron: A Brassy Spice With a Price Like Gold's,1980-03-19,article,Archives,,[]
CURRENCY MARKETS; Gold Declines Sharply; Dollar Continues to Rise Pattern of Gold Trading ,1980-03-11,article,Archives,,[]
China Spurring Hunt for Gold,1980-03-21,article,Archives,,[]
"Platinum Tops $1,000 An Ounce; COMMODITIES Platinum Futures Prices Break $1,000 an Ounce Gold and Silver Prices Gain Orange Juice Futures Rise Coffee Prices Increase ",1980-03-05,article,Archives,,[]
CURRENCY MARKETS Dollar Continues to Gain As Gold Plunges Again,1980-03-28,article,Archives,,[]
CURRENCY MARKETS Dollar Remains Firm; Bullion Markets Erratic; Carter Program Cited ,1980-03-19,article,Archives,,[]
CURRENCY MARKETS Dollar Finishes Mixed; Gold Up Abroad But Falls in U.S. ,1980-03-21,article,Archives,,[]
"COMMODITIES Gold Futures Decline, Depressing Other Metals; Spot Commodity Index",1980-03-07,article,Archives,,[]
Gold's Sharp Drop: Many Factors Cited; Rise in Interest Rates Cited $600 Level Held Key Point ,1980-03-25,article,Archives,,[]
