headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1990-06-26,article,Summary,,['NO INDEX TERMS']
"BUSINESS DIGEST: FRIDAY, JUNE 8, 1990",1990-06-08,article,Summary,,['NO INDEX TERMS']
"The World: A Voice From Stockholm;

Soviet Foreign Trade: Red Ink Rising",1990-06-03,article,News,,"['Economic Conditions and Trends', 'Politics and Government', 'International Trade and World Market', 'BALANCE OF PAYMENTS AND TRADE', 'Reform and Reorganization']"
BUSINESS DIGEST,1990-06-21,article,Summary,,['NO INDEX TERMS']
  Citicorp and Freddie Mac In Deal for Home Mortgages,1990-06-13,article,News,,['Mortgages']
PASTIMES: Coins,1990-06-24,article,News,,"['Numismatics', 'Royal Family', 'Gold', 'Silver']"
Fashion;   Summer Heat Cure: the Cool of Silver,1990-07-01,article,News,,"['Jewels and Jewelry', 'Silver']"
"Style Makers;

Alfredo Barutti: Gilder",1990-06-24,article,News,,"['Furniture', 'Biographical Information']"
The S & L Bailout in Perspective,1990-06-28,article,Op-Ed,,"['Ethics', 'Savings and Loan Associations', 'Bankruptcies', 'Banks and Banking']"
Staying on the Safe Side: Hong Kong,1990-06-24,article,News,,"['Travel and Vacations', 'Frauds and Swindling']"
