headline,date,doc_type,material_type,section,keywords
"Low Rates, High Expectations",2004-05-16,article,Op-Ed,,"['United States Economy', 'Prices (Fares, Fees and Rates)']"
"A Shipping Crate's Second Career, and a Gift Shop's New Look",2004-05-13,article,News,,"['Housing', 'Containers and Packaging', 'Museums', 'Recycling of Waste Materials']"
"Foreigners Control Fifth of Mineral Wealth in American West, Study Shows",2004-05-12,article,News,,"['Livestock', 'Forests and Forestry', 'Mines and Mining', 'Metals and Minerals', 'Oil (Petroleum) and Gasoline', 'Public Property']"
"In New York, Midas Fever Rises",2004-05-09,article,News,,['Economic Conditions and Trends']
"Investors Focus on Profits and Economy, and Shares Rise",2004-05-26,article,News,,"[""Standard & Poor's 500-Stock Index"", 'Nasdaq Composite Index', 'Stocks and Bonds', 'DOW JONES INDUSTRIAL AVERAGE']"
Trade Deal Opens Australia To U.S. Manufactured Goods,2004-05-19,article,News,,"['Agriculture', 'International Trade and World Market', 'Treaties', 'Law and Legislation']"
Van Peebles as Van Peebles: Sweet Sweetback's Funhouse Mirror,2004-05-09,article,News,,"['MOTION PICTURES', 'Reviews']"
Greene Supports Lifetime Bans,2004-05-18,article,News,,"['Suspensions, Dismissals and Resignations', 'Steroids', 'Olympic Games', 'SUMMER GAMES (OLYMPICS)', 'Track and Field', 'Olympic Games (2004)', 'Drug Abuse and Traffic', 'News and News Media']"
Libya to Open 8 Oil Projects To Bidders,2004-05-05,article,News,,"['Foreign Investments', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'Production']"
"In the Bronx, a Last Call for Goat Legs and 99-Cent Toothpaste",2004-05-09,article,News,,"['IMMIGRATION AND REFUGEES', 'BRONX TERMINAL MARKET', 'Meat', 'Food']"
