headline,date,doc_type,material_type,section,keywords
FLY BUYS,1989-09-17,article,News,,"['Airports', 'RETAIL STORES AND TRADE', 'APPAREL']"
Noodle Kugel Inspires 'Home Style' Poetry,1989-10-01,article,News,,"['Books and Literature', 'Poetry and Poets']"
A Glittering Run Brings Instant Glory in Atlanta,1989-09-14,article,News,,['Football']
"Dressing Up, and Down, for Fall",1989-09-19,article,News,,"['SHOWS (EXHIBITS)', 'APPAREL']"
RESUTLS PLUS,1989-09-09,article,News,,['Athletics and Sports']
"Orange Juice, Not Cocaine",1989-09-03,article,Editorial,,"['Farmers', 'Editorials', 'DRUG TRAFFIC', 'Oranges']"
"Glasses Are in Demand, Even by 20/20 Children",1989-09-10,article,News,,"['Eyeglasses', 'Children and Youth']"
BUSINESS DIGEST,1989-09-26,article,Summary,,['NO INDEX TERMS']
PASTIMES: Stamps,1989-09-03,article,News,,['Stamps (Postal)']
"BUSINESS DIGEST: SATURDAY, SEPTEMBER 16, 1989",1989-09-16,article,Summary,,[]
