headline,date,doc_type,material_type,section,keywords
World Gold,1979-10-10,article,Archives,,[]
World Gold,1979-10-23,article,Archives,,[]
World Gold,1979-10-12,article,Archives,,[]
World Gold,1979-10-13,article,Archives,,[]
World Gold,1979-10-05,article,Archives,,[]
World Gold,1979-10-17,article,Archives,,[]
World Gold,1979-10-09,article,Archives,,[]
World Gold,1979-10-16,article,Archives,,[]
World Gold,1979-10-06,article,Archives,,[]
How To Sell The Gold You've Got,1979-10-18,article,Archives,,"['Gold', 'Silver']"
