headline,date,doc_type,material_type,section,keywords
"WHEN BUYING BLANK TAPE, PRICE DOESN'T ALWAYS EQUAL QUALITY",1985-02-24,article,News,,"['Recordings (Video)', 'Television']"
REAGAN COMMENT CITED,1985-02-23,article,News,,"['United States Economy', 'Currency', 'PRESS CONFERENCES']"
"BUSINESS DIGEST SATURDAY, FEBRUARY 9, 1985",1985-02-09,article,Summary,,['TERMS NOT AVAILABLE']
STOCKS FALL AND DOW DROPS 13.91,1985-02-12,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"FRIDAY, FEBRUARY 22, 1985",1985-02-22,article,News,,['TERMS NOT AVAILABLE']
THE FED DRAWS FIRE FROM MANY FRONTS,1985-02-24,article,News,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST TUESDAY, FEBRUARY 5, 1985",1985-02-05,article,Summary,,['TERMS NOT AVAILABLE']
No Headline,1985-02-26,article,Summary,,['TERMS NOT AVAILABLE']
"NUMISMATICS;

A NEW COMPETITOR FOR THE KRUGERRAND",1985-02-10,article,News,,"['Numismatics', 'Gold']"
Futures/Options;   An Innovation Causes Uproar,1985-02-25,article,News,,"['FUTURES TRADING', 'Gold']"
