headline,date,doc_type,material_type,section,keywords
Striking It Poor,2009-04-08,article,Op-Ed,,"['Gold', 'Economic Conditions and Trends', 'Mines and Mining']"
Travel Agents Booking Trips to Cuba Win Suit,2009-04-15,article,News,,"['Travel Restrictions', 'Travel Agencies and Agents']"
"Warm, Honest, Wooden",2009-05-01,article,News,,"['Wood and Wood Products', 'Jewels and Jewelry']"
"Warm, Honest, Wooden",2009-05-01,article,News,,[]
We’re Stuck With Dollar as Reserve,2009-04-02,article,News,,[]
We’re Stuck With Dollar as Reserve,2009-04-02,article,News,,['Economic Conditions and Trends']
Trustee Wants to Auction Madoff’s Tickets on eBay,2009-04-08,article,News,,[]
"100, 75, 50 Years Ago",2009-04-29,article,News,,[]
"100, 75, 50 Years Ago",2009-04-29,article,News,,[]
Slow Sales on the Waterfront,2009-04-24,article,News,,['Housing and Real Estate']
