headline,date,doc_type,material_type,section,keywords
Dow Ends Worst Year Since 1981,1991-01-01,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
Token Investments,1990-12-06,article,Editorial,,"['Subways', 'TOKENS', 'Editorials', 'Transit Systems']"
It's That Sequin Time of Year,1990-12-09,article,News,,['APPAREL']
Dainty Shoes and Handbags for Evening,1990-12-16,article,News,,"['Shoes and Boots', 'Handbags and Purses']"
Dow Gains 3.71 Points In Quiet Day,1990-12-29,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"Cathy Rigby, Unlike Peter, Did Grow Up",1990-12-19,article,News,,"['Gymnastics', 'HEALTH, PERSONAL', 'Biographical Information', 'Theater']"
Business Digest,1990-12-06,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1990-12-27,article,Summary,,['NO INDEX TERMS']
Food Notes,1990-12-19,article,News,,['TERMS NOT AVAILABLE']
Food Notes,1990-12-19,article,News,,['TERMS NOT AVAILABLE']
