headline,date,doc_type,material_type,section,keywords
COMMODITIES Spot Silver Gains $2.20 As Distant Months Drop; Farm Prices Drop Gold Futures Mixed ,1980-04-01,article,Archives,,[]
CURRENCY MARKETS Gold Trades Below $600 As Dollar Posts Gains,1980-03-08,article,Archives,,[]
COMMODITIES Trade Buying Helps Most Futures Advance; Gold Leads the Way ,1980-03-20,article,Archives,,[]
CURRENCY MARKETS Interest Rates Aid Dollar As Gold Drop Continues; Down $18 in Zurich Market Pound Near $2.20 for Over a Week ,1980-03-26,article,Archives,,[]
Economic Scene; Reagan's Gold Advisers,1980-03-14,article,Archives,,[]
World Gold,1980-03-04,article,Archives,,[]
World Gold,1980-03-21,article,Archives,,[]
World Gold,1980-03-01,article,Archives,,[]
World Gold,1980-03-29,article,Archives,,[]
World Gold,1980-03-18,article,Archives,,[]
