headline,date,doc_type,material_type,section,keywords
"FRIDAY, JUNE 3, 1983; The Economy",1983-06-03,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, JUNE 8, 1983; Markets",1983-06-08,article,Summary,,['NO INDEX TERMS']
"SATURDAY, JUNE 25, 1983",1983-06-25,article,Summary,,['NO INDEX TERMS']
"TUESDAY, JUNE 21, 1983",1983-06-21,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, JUNE 15, 1983; Companies",1983-06-15,article,Summary,,['NO INDEX TERMS']
"THURSDAY, JUNE 16, 1983; Companies",1983-06-16,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, JUNE 22, 1983",1983-06-22,article,Summary,,['NO INDEX TERMS']
"SATURDAY, JUNE 18, 1983; Markets",1983-06-18,article,Summary,,['NO INDEX TERMS']
"TUESDAY, JUNE 28, 1983; The Economy",1983-06-28,article,Summary,,['NO INDEX TERMS']
"FRIDAY, JUNE 17, 1983; The Economy",1983-06-17,article,Summary,,['NO INDEX TERMS']
