headline,date,doc_type,material_type,section,keywords
A Gold-Thread Mattress Now Comes in Pet Sizes,2008-08-06,article,News,,"['Gold', 'Pets', 'Dogs', 'Beds and Bedding']"
Stocks Rally as Oil Prices Drop to a Three-Month Low,2008-08-05,article,News,,"['Oil (Petroleum) and Gasoline', 'Stocks and Bonds']"
Beijing will use gold medalists in  Hong Kong election,2008-08-20,article,News,,[]
Dollar rises against euro after euro zone shows contraction,2008-08-15,article,News,,[]
Tourist Destination With Prices to Match,2008-08-09,article,News,,[]
Rise in oil price weighs on Wall Street,2008-08-13,article,News,,[]
Asian stocks drop as oil prices gain,2008-08-04,article,News,,[]
A Victory Lap in Hong Kong for China’s Gold Medalists,2008-08-20,article,News,,"['International Relations', 'Olympic Games', 'Olympic Games (2008)']"
U.S. stocks rise as oil prices fall,2008-08-22,article,News,,[]
Oil prices jump as dollar slides,2008-08-22,article,News,,[]
