headline,date,doc_type,material_type,section,keywords
Corrections,1993-05-05,article,Correction,,"['PRICES', 'Gold', 'Correction Stories', 'Production']"
Testing the Mettle of the Gold Bulls,1993-05-15,article,,,[]
World Markets; London Flirts With a Gold Flurry,1993-05-02,article,News,,['Gold']
Short-Term Treasury Prices Fall,1993-05-28,article,News,,"['Finances', 'Interest Rates', 'Government Bonds']"
Prices on Long-Term Bills Climb,1993-05-25,article,News,,"['Finances', 'Interest Rates', 'Government Bonds']"
A PRICE RISE FANS INFLATION CONCERN,1993-05-13,article,News,,"['United States Economy', 'LEADING ECONOMIC INDICATORS', 'Consumer Price Index', 'Producer Price Index']"
New Jump in Inflation Rattles Markets; Consumer Prices Rose 0.4% in April In Broad Increase,1993-05-14,article,News,,"['United States Economy', 'Producer Price Index', 'Consumer Price Index', 'Forecasts']"
"Jewelry: Gold, Yes, but Also Paper or Clay",1993-05-09,article,News,,['Jewels and Jewelry']
Dow Advances 14.95 on Moderate Volume,1993-05-25,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
"Gold, Dazzling Again, Appears Headed for a Volatile Summer",1993-05-20,article,,,[]
