headline,date,doc_type,material_type,section,keywords
Wrongly Jailed And Released? Now Pay Price,1997-07-03,article,News,,"['Sex Crimes', 'Law and Legislation', 'Crime and Criminals']"
BUSINESS DIGEST,1997-07-08,article,Summary,,[]
IMC to Buy Freeport-McMoran Inc. for $750 Million,1997-07-29,article,News,,"['Mergers, Acquisitions and Divestitures']"
U.N. Renews Censure of New Israeli Housing in East Jerusalem,1997-07-16,article,News,,"['United States International Relations', 'Palestinians', 'Housing', 'Embargoes and Economic Sanctions', 'ISRAEL-INTERNATIONAL RELATIONS-US']"
"A Cherry Year, and New York's Are Ripe",1997-07-23,article,News,,"['Cherries', 'Forecasts', 'Production']"
It May Glitter but . . .,1997-07-27,article,News,,"['Transit Systems', 'Buses', 'Subways', 'Prices (Fares, Fees and Rates)', 'AUTOMATION']"
COMPANY BRIEFS,1997-07-30,article,News,,[]
BUSINESS DIGEST,1997-07-29,article,Summary,,[]
Environmental Promises to Keep,1997-07-28,article,Editorial,,"['Forests and Forestry', 'Mines and Mining', 'REDWOOD TREES', 'Editorials', 'Finances', 'Gold', 'Parks and Other Recreation Areas', 'Budgets and Budgeting', 'Logging Industry']"
"It Soared in the Morning, but Dow Falls 37.32",1997-07-08,article,News,,"['Records and Achievements', 'Nasdaq Composite Index', 'Stocks and Bonds', 'Dow Jones Stock Average']"
