headline,date,doc_type,material_type,section,keywords
"TUESDAY, JANUARY 5, 1982; Markets",1982-01-05,article,News,,['NO INDEX TERMS']
"The Careful Shopper;
Some Select Choices An d Prices in Hartsdale",1982-01-31,article,News,,"['APPAREL', 'RETAIL STORES AND TRADE', 'PRICES']"
"THURSDAY, JANUARY 14, 1982; The Economy",1982-01-14,article,Summary,,['NO INDEX TERMS']
STOCKS BUFFETED WORLDWIDE,1982-01-01,article,News,,"['United States Economy', 'PRICES', 'INTEREST (MONEY)', '001-21-54', 'Economic Conditions and Trends', 'Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
Rate Fears Depress Stocks,1982-01-14,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"Business Digest; SATURDAY, JANUARY 30, 1982; Companies",1982-01-30,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1982-01-01,article,Summary,,"['NO INDEX TERMS', '001-21-53']"
"Business Digest; SATURDAY, JANUARY 23, 1982; The Economy",1982-01-23,article,Summary,,['NO INDEX TERMS']
INQUIRY SOUGHT IN ARRESTS MADE BY TRANSIT FORCE,1982-01-11,article,News,,"['Frauds and Swindling', '011-20-77', 'Transit Systems', 'Police']"
"Business Digest; SATURDAY, JANUARY 16, 1982; The Economy",1982-01-16,article,Summary,,"['NO INDEX TERMS', '016-21-64']"
