headline,date,doc_type,material_type,section,keywords
"Florida, Special Counsel, Syria: Your Tuesday Evening Briefing",2018-02-20,article,briefing,,[]
French Olympic Ice Dancers Make Skating as Ethereal as Ballet,2018-02-20,article,News,,"['Olympic Games (2018)', 'Ice Dancing', 'Figure Skating', 'Dancing']"
California Today: Health Care Proves Divisive Among Democrats,2018-02-23,article,briefing,,[]
Paroling the Spanish Prisoner (Wonkish),2018-02-24,article,Op-Ed,,"['Economic Conditions and Trends', 'Euro (Currency)']"
"As Medals Pile Up, Norway Worries: Are We Winning Too Much?",2018-02-24,article,News,,"['Olympic Games (2018)', 'Cross-Country Skiing', 'Alpine Skiing', 'Speedskating', 'Biathlon', 'Ski Jumping']"
"4,000 Opera Costumes. One Giant Fantasy Sale. ",2018-02-03,article,News,,"['Costumes', 'Opera']"
Cash-Strapped Chinese Giant Taps a New Money Source: Its Workers,2018-02-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Stocks and Bonds']"
"Is Bitcoin a Waste of Electricity, or Something Worse?",2018-03-01,article,News,,"['Bitcoin (Currency)', 'Electric Light and Power', 'United States Economy', 'Labor and Jobs', 'Productivity']"
Will the U.S. Help the Saudis Get a Nuclear Weapon?,2018-02-25,article,Editorial,,"['Nuclear Energy', 'Nuclear Weapons', 'United States International Relations', 'Arms Control and Limitation and Disarmament']"
California Today: How a Market Tumble Affects California,2018-02-07,article,briefing,,[]
