headline,date,doc_type,material_type,section,keywords
Ideas & Trends: Crash Course; Learning From the Big Booms,1998-06-28,article,News,,['United States Economy']
Every Currency Crumbles,1998-06-19,article,Op-Ed,,"['INTERNATIONAL MONETARY SYSTEM', 'Currency']"
"Buy Dollars and Get an MBA, Experts Advise : Playing It Safe in Asia",1998-06-13,article,,,[]
More Turmoil in Asia and Russia Lifts Blue-Chip Shares,1998-06-02,article,News,,[]
CRITIC'S CHOICE/Television; Sundance Offers a Weekly Festival,1998-06-05,article,News,,['Television']
A Mongolian Shopping Spree Fizzles,1998-06-25,article,,,[]
Patterns,1998-06-30,article,News,,['APPAREL']
Senate Allows A Battleship To Be Moved,1998-06-27,article,News,,"['Ships and Shipping', 'Law and Legislation', 'Museums', 'NEW JERSEY (USS)', 'UNITED STATES ARMAMENT AND DEFENSE']"
"The Tag-Sale Show-and-Tell: A Long Island of Junk; Aqua Velva, 'Zarathustra' and Electrolysis",1998-06-28,article,News,,['GARAGE SALES']
Fierce Run on the Rand by Speculators Shocks South Africa,1998-07-01,article,News,,"['Currency', 'Interest Rates', 'Credit', 'Economic Conditions and Trends']"
