headline,date,doc_type,material_type,section,keywords
Cash Prices,1978-12-27,article,Archives,,[]
COMMODITIES,1978-12-12,article,Archives,,[]
COMMODITIES,1978-12-06,article,Archives,,[]
U.S. Assayer Missing Over a Million in Gold From New York Plant,1978-12-21,article,Archives,,['Gold']
"‘The More It Costs, the More It Sells’",1978-12-17,article,Archives,,"['Gold', 'Jewels and Jewelry']"
Surprise Oil Price Increase Threatens Anti‐Inflation Programs,1978-12-24,article,Archives,,"['ECONOMIC CONDITIONS AND TRENDS (GENERAL)', 'Economic Conditions and Trends', 'Oil (Petroleum) and Gasoline', 'International Trade and World Market']"
Market Continues To Retreat,1978-12-09,article,Archives,,[]
COMMODITIES,1978-12-23,article,Archives,,[]
Glamour and Blue‐Chip Issues Lead Market Rise,1978-12-12,article,Archives,,[]
BUSINESS Digest,1978-12-15,article,Archives,,[]
