headline,date,doc_type,material_type,section,keywords
"FRIDAY, OCTOBER 1, 1982; The Economy",1982-10-01,article,Summary,,['NO INDEX TERMS']
"FRIDAY, SEPTEMBER 24, 1982; The Economy",1982-09-24,article,Summary,,['NO INDEX TERMS']
YEN FALLS TO 5-YEAR LOW AGAINST DOLLAR IN TOKYO,1982-09-29,article,News,,"['Currency', 'Economic Conditions and Trends']"
"MONDAY, SEPTEMBER 13, 1982; International",1982-09-13,article,Summary,,['NO INDEX TERMS']
"TUESDAY, SEPTEMBER 21, 1982; The Economy",1982-09-21,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, SEPTEMBER 29, 1982; Companies",1982-09-29,article,Summary,,['NO INDEX TERMS']
"TUESDAY, SEPTEMBER 28, 1982; Companies",1982-09-28,article,Summary,,['NO INDEX TERMS']
"THURSDAY, SEPTEMBER 30, 1982; The Economy",1982-09-30,article,Summary,,['NO INDEX TERMS']
"WEDNESDAY, SEPTEMBER 15, 1982; Companies",1982-09-15,article,Summary,,['NO INDEX TERMS']
"SATURDAY, SEPTEMBER 25, 1982",1982-09-25,article,News,,['NO INDEX TERMS']
