headline,date,doc_type,material_type,section,keywords
The Economy,1981-09-24,article,News,,['NO INDEX TERMS']
"WEDNESDAY, SEPTEMBER 16, 1981; The Economy",1981-09-16,article,News,,['NO INDEX TERMS']
"SATURDAY, SEPTEMBER 12, 1981; Companies",1981-09-12,article,News,,['NO INDEX TERMS']
The Economy,1981-09-17,article,News,,['NO INDEX TERMS']
"Business Digest; THURSDAY, SEPTEMBER 3, 1981; The Economy",1981-09-03,article,News,,['NO INDEX TERMS']
The Economy,1981-09-15,article,News,,['NO INDEX TERMS']
The Economy,1981-09-23,article,News,,['NO INDEX TERMS']
Essay; SIX GOLDEN APPLES,1981-09-10,article,Op-Ed,,"['United States Politics and Government', 'United States Economy', 'Economics', 'Gold', 'Currency']"
Market Place; Liquidation Candidates,1981-09-11,article,News,,"['Gold', 'Silver']"
Commodities; Precious Metals in Transition,1981-09-28,article,News,,"['INTEREST (MONEY)', 'Gold', 'FUTURES TRADING', 'Credit', 'Silver']"
