headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1989-03-14,article,Summary,,[]
How to Push Pretoria,1989-03-23,article,Editorial,,"['United States International Relations', 'BLACKS (NON-US)', 'Editorials', 'SOUTH AFRICA-INTERNATIONAL RELATIONS-US']"
By Design; Fake Antiquities,1989-03-14,article,News,,['Jewels and Jewelry']
Extortion Plan Outlined By Ex-School Inspector,1989-03-26,article,News,,"['Kickbacks', 'Education and Schools', 'TRIALS', 'Bribery', 'EXTORTION']"
Polaroid Payout Plan Helps It Reach Shamrock Accord,1989-03-28,article,News,,"['Fines (Penalties)', 'Mergers, Acquisitions and Divestitures', 'TRIALS', 'INVENTIONS AND INVENTORS']"
Finding Original Designs in Unlikely Places,1989-03-23,article,News,,"['Jewels and Jewelry', 'Museums']"
"In Paris, Twiddle and Twitter",1989-03-23,article,News,,['APPAREL']
Regional Wineries Produce Winners,1989-03-08,article,News,,['Wines']
BACK IN TIME,1989-03-19,article,News,,['Watches and Clocks']
BUSINESS DIGEST,1989-03-23,article,Summary,,[]
