headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1993-12-30,article,Summary,,['NO INDEX TERMS']
Stocks Slip in Thin Trading; Dow Off 18.45,1993-12-31,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
BUSINESS DIGEST,1993-12-31,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-12-29,article,Summary,,['NO INDEX TERMS']
Conner's Project Gets a Major Backer,1993-12-15,article,News,,"[""America's Cup"", 'Boats and Boating']"
Dow Hits a High Again on Healthy Volume,1993-12-09,article,News,,"['Records and Achievements', 'Stocks and Bonds', 'Dow Jones Stock Average']"
Cookie Monsters Are Rejoicing,1993-12-16,article,News,,"['Cookies', 'Bakeries and Baked Products', 'Christmas']"
Greece and Gallery Settle,1993-12-31,article,News,,"['Suits and Litigation', 'Art']"
Valuable Jewelry Items May Not Be Covered,1993-12-25,article,News,,"['Robberies and Thefts', 'Jewels and Jewelry', 'Insurance']"
Indians-Mariners Trade Leaves Mets Still Looking,1993-12-22,article,News,,"['Baseball', 'CONTRACTS', 'Trades (Sports)']"
